161,1884.555,1883.377,1882.320,1879.341,1877.247,1849.152,1843.004,1842.972,1841.268,1808.723,1802.324,1801.083,1799.774,1779.384,1776.375,1758.910,1757.363,1756.730,1753.034,1752.271,1737.532,1724.068,1720.230,1718.379,1717.469,1717.047,1716.752,1715.367,1711.300,1709.293,1693.601,1681.441,1681.264,1676.369,1674.546,1662.390,1650.203,1642.567,1642.567,1615.655,1596.297,1577.646,1569.049,1561.477,1550.255,1468.768,1427.035,1372.483,1352.550,1267.720,1226.527,1225.766,1146.781,1145.185,1109.406,1051.158,1035.155,1007.748,906.034,856.348,844.362,838.172,609.739,558.677,526.336,526.336,518.590,515.528,471.319,467.829,466.354,465.843,465.520,458.334,442.575,423.388,422.908,422.864,417.166,407.932,363.252,353.996,350.359,323.403,318.725,301.828,301.198,287.460,261.660,249.465,230.438,225.097,212.564,154.430,147.252,139.312,129.914,62.056,33.094,-2.177
162,1925.010,1901.169,1888.274,1886.546,1885.653,1885.236,1883.917,1881.164,1850.938,1842.605,1826.421,1823.699,1817.967,1803.672,1800.100,1777.385,1774.409,1762.153,1762.153,1759.355,1759.351,1756.907,1756.427,1755.735,1754.523,1754.449,1753.219,1752.998,1752.037,1731.137,1727.204,1717.247,1714.324,1711.396,1695.493,1684.617,1665.297,1657.496,1624.065,1602.811,1599.504,1599.279,1568.521,1544.485,1498.377,1482.157,1352.645,1340.346,1324.966,1317.538,1220.247,1179.464,1143.784,1083.923,1018.982,1018.982,990.296,961.406,917.852,902.945,708.743,707.022,629.657,594.097,590.037,569.479,567.415,545.263,545.263,532.464,468.180,467.817,454.063,425.248,420.519,411.269,384.509,377.710,375.641,365.750,365.604,346.738,294.766,277.349,260.923,255.772,236.535,164.078,158.052,157.406,153.439,148.345,124.413,120.025,103.871,103.085,42.111,32.858,20.024,-2.177
163,1930.215,1922.161,1900.542,1887.089,1859.321,1850.899,1846.635,1844.958,1840.715,1839.009,1838.860,1826.440,1808.651,1807.957,1807.694,1800.739,1800.060,1797.431,1796.304,1778.934,1777.843,1777.615,1776.611,1762.335,1761.220,1758.613,1758.090,1756.338,1755.753,1754.657,1754.377,1754.197,1752.021,1724.495,1717.386,1715.678,1714.786,1714.534,1692.594,1692.012,1682.991,1652.685,1632.299,1600.374,1569.988,1537.170,1518.190,1478.078,1477.154,1474.705,1447.485,1363.365,1361.569,1304.308,1271.138,1234.702,1178.476,1176.718,1176.623,1091.412,1039.706,959.523,904.577,868.657,657.739,645.123,636.334,594.642,502.614,502.008,480.105,477.298,463.354,416.861,413.751,411.482,401.036,392.514,369.287,316.270,301.543,277.516,253.654,221.060,215.715,197.059,174.675,169.465,163.307,121.281,110.463,106.320,97.080,85.379,75.141,57.234,52.839,30.348,11.920,11.513
164,1969.155,1964.971,1937.677,1930.692,1896.799,1888.300,1886.570,1864.919,1850.217,1846.670,1846.355,1843.648,1838.442,1823.204,1819.929,1817.175,1808.286,1807.477,1805.266,1805.039,1805.039,1804.555,1803.199,1798.787,1798.526,1797.908,1795.977,1778.152,1777.057,1761.242,1760.195,1758.474,1751.544,1748.606,1725.549,1725.484,1723.292,1715.925,1714.708,1713.200,1682.558,1669.822,1648.315,1643.859,1624.150,1617.272,1590.334,1556.532,1542.657,1523.682,1522.183,1456.224,1442.443,1442.443,1441.538,1365.679,1362.969,1342.697,1225.809,1218.300,1149.405,1149.334,1135.496,1068.303,1061.580,1030.242,1029.723,981.630,972.917,965.044,950.348,909.102,843.480,835.430,829.812,741.833,683.200,681.544,657.659,546.038,479.585,475.596,417.717,404.101,356.425,334.260,330.930,327.768,301.462,296.412,269.970,226.030,136.518,129.363,97.518,76.441,39.299,33.284,9.367,-2.177
165,1981.898,1964.924,1960.883,1933.384,1930.114,1929.903,1926.487,1890.119,1887.768,1887.455,1884.206,1860.896,1846.552,1844.099,1837.096,1835.333,1815.371,1799.022,1798.829,1798.783,1785.591,1777.538,1767.268,1765.593,1765.558,1762.003,1758.289,1755.065,1751.873,1750.581,1736.379,1722.572,1720.881,1713.688,1712.355,1683.659,1683.410,1683.301,1678.659,1636.059,1630.057,1599.949,1572.955,1572.840,1554.369,1521.884,1515.167,1505.816,1487.105,1478.481,1462.760,1457.643,1385.453,1312.950,1220.363,1174.660,1135.617,1133.283,1115.100,1106.010,1068.839,1032.100,1020.958,1019.677,955.536,950.687,884.891,876.807,838.947,817.842,808.318,801.161,777.679,757.421,735.529,715.591,598.983,545.797,520.269,451.120,436.900,429.687,428.170,419.915,418.969,411.837,395.855,383.447,381.035,364.257,354.278,346.568,246.294,242.502,206.723,95.561,91.651,52.194,39.968,34.860
166,1981.467,1918.745,1898.818,1888.896,1888.333,1885.719,1885.472,1885.231,1884.877,1882.004,1880.369,1879.776,1865.613,1850.119,1843.883,1842.170,1837.518,1835.362,1807.776,1803.950,1802.925,1801.821,1798.396,1794.215,1787.539,1763.220,1756.360,1752.096,1746.936,1746.936,1735.867,1720.369,1716.012,1674.100,1650.712,1584.476,1572.993,1562.576,1530.064,1513.278,1513.278,1472.064,1472.064,1470.944,1459.444,1434.860,1361.734,1346.919,1346.919,1320.520,1276.973,1265.707,1261.312,1149.450,1143.401,1043.336,1037.109,977.945,906.160,822.662,707.554,695.837,674.355,660.286,652.015,585.747,552.388,508.891,455.040,448.415,433.926,429.390,422.708,407.544,394.212,383.620,382.405,356.619,352.490,349.542,325.707,324.637,305.844,256.375,248.550,218.673,215.043,211.379,186.688,175.453,174.626,160.614,138.933,135.046,134.384,125.493,92.314,89.039,43.537,22.749
167,1982.619,1942.671,1930.442,1921.769,1882.717,1879.799,1876.241,1873.572,1861.363,1858.880,1850.182,1847.523,1846.732,1845.799,1845.366,1845.280,1835.336,1833.722,1821.818,1816.403,1814.677,1800.093,1766.756,1766.105,1765.980,1760.028,1754.879,1752.054,1736.143,1729.236,1727.225,1721.484,1720.679,1669.956,1668.102,1604.123,1580.524,1573.630,1562.802,1557.523,1529.794,1488.863,1480.784,1444.732,1412.923,1402.948,1391.655,1390.708,1379.925,1372.157,1355.697,1342.398,1239.652,1233.971,1193.384,1144.120,1098.382,1089.311,967.597,939.959,832.272,814.122,762.822,709.057,654.508,592.586,582.887,554.885,507.918,456.375,456.162,444.621,416.483,407.413,395.883,365.792,356.069,321.563,294.652,293.180,290.323,280.652,267.676,260.997,236.706,233.614,209.861,207.986,163.230,158.878,149.886,112.773,100.084,97.955,92.928,91.911,80.930,42.494,35.323,9.872
168,1968.903,1966.543,1962.599,1929.521,1928.348,1922.932,1894.806,1887.852,1886.148,1874.712,1864.559,1856.281,1850.523,1846.888,1840.142,1834.839,1811.740,1808.890,1802.064,1797.914,1797.365,1796.606,1767.580,1751.987,1732.500,1726.336,1716.024,1688.420,1683.272,1682.693,1673.645,1611.880,1583.653,1583.653,1558.517,1555.677,1537.654,1527.292,1527.292,1518.428,1487.664,1480.976,1470.128,1448.759,1414.460,1373.003,1315.201,1309.606,1300.453,1262.118,1218.932,1180.408,1105.567,1020.854,1013.081,988.751,974.844,963.545,938.866,901.110,889.603,871.646,865.306,831.714,748.570,740.911,666.475,665.777,545.006,528.280,451.627,439.953,432.566,409.879,403.078,380.772,374.237,369.159,350.362,350.072,347.970,274.648,240.215,235.513,208.057,204.928,180.291,140.137,134.744,108.549,91.995,63.726,61.031,59.758,59.626,57.555,53.131,23.798,21.927,9.573
169,2022.642,1928.207,1902.271,1889.033,1885.437,1883.646,1880.754,1857.442,1847.967,1847.610,1846.731,1844.081,1842.851,1841.259,1840.479,1837.822,1834.023,1832.841,1821.678,1818.665,1813.295,1809.263,1808.701,1801.452,1765.247,1764.823,1764.224,1753.675,1752.021,1728.850,1715.385,1714.359,1689.938,1674.748,1645.298,1620.751,1576.427,1559.904,1554.212,1540.444,1536.339,1526.039,1523.157,1514.086,1491.394,1443.658,1433.771,1414.165,1374.398,1341.922,1330.040,1325.595,1300.540,1283.669,1268.665,1232.666,1191.141,1076.981,1068.548,1033.468,938.186,832.418,795.602,749.518,728.635,719.333,690.936,582.497,579.351,563.936,557.841,522.987,496.438,483.834,481.706,435.084,422.331,421.955,415.891,410.464,406.664,406.575,370.343,347.116,335.545,304.261,294.704,263.276,259.130,226.423,224.433,223.513,201.645,171.863,100.417,82.006,63.921,60.008,16.954,15.045
170,2047.247,1973.403,1966.188,1944.106,1930.500,1924.989,1921.441,1907.563,1903.869,1899.420,1888.215,1886.481,1886.085,1885.193,1882.794,1876.462,1857.889,1853.310,1850.947,1844.365,1841.601,1839.622,1835.161,1834.371,1828.809,1823.220,1804.195,1802.345,1795.566,1761.105,1760.887,1754.854,1752.415,1752.003,1748.693,1736.420,1732.708,1720.352,1709.039,1674.403,1668.214,1612.978,1572.084,1555.395,1494.891,1476.753,1445.606,1417.867,1401.059,1329.598,1311.360,1300.351,1291.560,1287.153,1205.348,1183.662,1166.691,1141.474,1112.817,1105.196,1066.037,1027.820,960.671,889.838,805.815,768.663,714.592,641.586,633.947,618.581,567.954,513.072,476.817,454.570,451.503,446.118,442.022,437.171,424.549,421.933,416.061,414.623,386.247,372.138,363.364,337.521,284.039,272.308,229.798,220.252,150.830,146.080,141.644,116.168,110.221,106.187,64.878,51.309,39.805,32.238
