gen,brain1,brain2,brain3,brain4,brain5,brain6,brain7,brain8,brain9,brain10,brain11,brain12,brain13,brain14,brain15,brain16,brain17,brain18,brain19,brain20,brain21,brain22,brain23,brain24,brain25,brain26,brain27,brain28,brain29,brain30,brain31,brain32,brain33,brain34,brain35,brain36,brain37,brain38,brain39,brain40,brain41,brain42,brain43,brain44,brain45,brain46,brain47,brain48,brain49,brain50,brain51,brain52,brain53,brain54,brain55,brain56,brain57,brain58,brain59,brain60,brain61,brain62,brain63,brain64,brain65,brain66,brain67,brain68,brain69,brain70,brain71,brain72,brain73,brain74,brain75,brain76,brain77,brain78,brain79,brain80,brain81,brain82,brain83,brain84,brain85,brain86,brain87,brain88,brain89,brain90,brain91,brain92,brain93,brain94,brain95,brain96,brain97,brain98,brain99,brain100
118,1837.293,1804.996,1802.134,1778.992,1767.065,1765.683,1756.941,1754.329,1737.511,1731.041,1728.724,1718.531,1705.312,1702.194,1701.754,1700.213,1695.797,1681.716,1659.326,1652.282,1619.082,1579.836,1550.801,1511.066,1510.071,1498.106,1474.787,1473.411,1417.595,1398.251,1305.060,1277.100,1263.940,1263.127,1242.047,1238.952,1197.589,1194.443,1178.417,1155.585,1150.912,1146.826,1101.678,1084.614,993.613,988.163,898.297,856.537,803.361,792.618,740.364,701.309,653.110,621.511,595.885,447.571,433.904,419.260,416.311,407.887,404.711,374.457,372.827,346.929,304.845,303.541,302.940,284.558,283.176,274.056,264.699,263.531,260.146,259.264,257.631,232.865,203.682,200.027,192.236,187.096,179.701,173.082,146.697,144.849,139.649,137.173,136.310,114.013,113.721,109.633,96.661,95.564,82.396,80.383,77.528,65.941,58.602,55.231,54.915,37.307
119,1828.246,1807.751,1797.729,1777.567,1769.848,1765.719,1754.305,1744.194,1737.503,1737.433,1730.242,1729.490,1720.782,1719.701,1711.000,1700.902,1692.784,1684.731,1683.140,1666.053,1655.630,1649.787,1641.109,1640.244,1615.294,1603.097,1536.030,1519.176,1419.107,1406.174,1368.837,1312.341,1221.046,1200.191,1078.485,1046.053,1016.841,991.901,990.104,976.652,908.141,846.883,736.926,699.323,634.387,604.634,600.005,567.756,558.036,523.866,516.790,514.052,488.220,476.562,474.994,469.781,452.255,424.065,404.891,381.052,380.562,378.120,377.694,375.154,370.635,343.826,326.680,323.858,311.964,300.388,296.307,290.592,260.200,255.512,231.941,231.880,230.857,205.200,198.923,190.880,177.109,170.492,163.798,152.095,134.234,132.810,127.562,125.993,115.925,100.859,100.653,89.937,87.947,87.615,86.898,85.134,84.218,82.106,72.804,66.205
120,2038.665,2011.697,2009.903,2006.660,1990.831,1990.831,1971.397,1968.959,1966.452,1966.172,1939.832,1934.003,1927.171,1912.130,1897.999,1890.985,1876.173,1869.630,1869.545,1864.714,1857.932,1851.175,1845.268,1844.846,1840.319,1811.650,1810.021,1797.653,1794.144,1791.490,1774.588,1760.748,1708.730,1669.925,1618.811,1596.571,1561.968,1554.777,1504.930,1499.505,1496.934,1496.934,1477.046,1477.046,1451.452,1394.667,1375.401,1032.811,1032.811,949.323,936.618,934.521,818.970,713.318,675.947,640.421,630.625,621.916,600.960,460.941,446.675,403.316,402.430,395.229,390.844,371.754,365.053,356.999,356.858,351.277,347.500,339.365,339.365,314.758,304.987,304.987,303.155,296.188,289.171,282.084,258.231,236.498,221.130,210.055,207.563,206.231,162.013,157.244,148.653,123.054,121.944,119.527,116.723,101.540,86.505,80.072,79.387,73.877,66.084,38.333
121,2058.356,2011.168,2010.924,2009.802,2009.802,1997.289,1981.778,1971.671,1969.117,1964.679,1963.053,1933.316,1927.707,1924.872,1923.299,1913.290,1907.977,1893.787,1887.766,1882.830,1877.728,1872.577,1869.403,1867.524,1846.303,1837.588,1813.998,1723.176,1713.637,1709.692,1668.613,1592.018,1551.185,1492.240,1486.407,1470.542,1467.517,1460.582,1393.120,1338.384,1218.615,1205.053,1182.494,1143.173,1081.789,1062.740,1002.328,933.317,895.378,866.680,856.478,821.252,716.558,679.554,635.584,538.741,522.826,475.106,467.231,452.233,435.628,420.494,416.506,410.133,405.991,405.444,400.980,394.416,393.205,379.891,376.021,367.449,365.006,359.477,339.674,282.711,275.738,254.692,234.811,228.156,224.735,222.453,202.079,195.807,170.992,166.256,164.434,156.383,147.452,135.455,132.086,119.574,111.228,103.686,73.765,72.643,65.800,57.786,49.022,40.412
122,2138.040,2050.992,2015.037,2015.037,2013.210,2011.493,2010.245,2008.786,1982.933,1976.278,1967.516,1967.154,1931.980,1926.403,1923.042,1920.428,1908.892,1901.008,1897.493,1889.535,1889.131,1885.255,1866.499,1823.041,1796.475,1746.546,1672.077,1668.462,1614.794,1563.872,1548.852,1523.659,1518.946,1464.204,1451.468,1396.685,1390.140,1349.047,1303.134,1269.397,1250.514,1233.557,1213.999,1185.983,1117.367,1089.048,1074.982,1038.226,1002.906,974.556,944.242,912.063,878.516,834.433,818.617,816.907,772.959,692.048,676.316,631.999,605.036,594.812,590.969,569.812,559.255,516.323,461.939,443.813,408.906,406.746,405.835,397.190,394.999,366.480,363.380,359.107,343.717,338.714,314.503,249.351,247.534,245.706,216.432,212.846,204.771,192.333,192.109,183.469,171.543,127.689,121.185,108.678,88.642,87.324,72.023,58.632,49.966,47.697,46.602,45.927
123,2049.424,2016.991,2011.036,2009.830,2009.830,2008.616,1997.276,1991.789,1981.353,1976.030,1971.211,1969.516,1969.501,1963.695,1941.221,1933.607,1922.768,1915.991,1908.168,1906.909,1896.538,1895.186,1887.506,1881.197,1851.920,1803.485,1799.129,1796.691,1683.595,1625.818,1579.842,1516.633,1430.786,1418.539,1389.230,1387.766,1375.584,1338.371,1302.409,1295.747,1168.769,1142.902,1133.942,1120.631,1119.499,1077.383,1044.179,988.466,977.124,969.280,919.292,841.502,576.063,504.870,498.271,447.439,429.199,414.750,407.869,403.484,396.010,391.822,370.802,369.653,366.661,365.247,359.162,354.907,353.469,349.860,339.732,329.503,322.233,269.298,264.932,245.860,208.368,207.374,188.193,179.557,173.943,148.545,126.341,110.395,108.088,107.810,103.176,96.608,89.340,83.788,80.025,79.413,67.150,66.264,57.707,52.837,51.774,48.584,47.657,44.983
124,2075.620,2056.619,2049.292,2019.620,2015.686,2011.905,2010.848,1992.240,1992.240,1970.361,1964.676,1943.911,1940.713,1928.814,1927.728,1924.759,1908.941,1902.574,1901.927,1869.031,1868.326,1797.489,1721.778,1695.330,1695.330,1675.900,1650.287,1622.735,1614.935,1507.093,1489.714,1462.957,1436.007,1414.204,1388.781,1351.354,1320.950,1303.143,1290.410,1290.010,1286.525,1249.669,1229.183,1184.315,1168.892,1139.193,1100.584,1095.595,1083.368,929.253,929.253,900.651,824.638,823.354,815.935,813.640,799.723,735.734,733.993,727.381,713.338,683.882,679.080,531.404,508.480,451.465,416.206,404.555,375.446,374.130,368.860,363.940,356.459,355.606,344.042,309.787,308.044,300.457,255.847,228.511,221.792,221.213,217.949,203.662,196.920,174.765,166.009,133.457,98.977,97.323,96.994,92.219,89.336,87.059,81.485,71.796,58.226,42.847,38.375,37.153
125,2070.636,2023.719,2016.659,2013.494,2011.727,2010.512,2010.512,2008.747,2008.449,2007.032,2005.638,1994.816,1980.570,1977.021,1972.728,1967.911,1967.911,1966.367,1966.367,1940.723,1934.146,1933.851,1931.343,1930.737,1925.373,1919.761,1914.436,1885.318,1882.831,1875.624,1867.661,1854.259,1849.210,1846.047,1765.408,1729.252,1679.067,1671.925,1633.709,1560.522,1552.341,1526.959,1462.000,1460.879,1443.314,1416.997,1298.723,1270.880,1190.546,1127.746,1057.875,1017.030,1010.609,998.102,998.102,943.657,925.008,902.489,879.035,879.035,873.624,858.887,766.256,763.138,646.979,602.687,583.028,582.345,545.698,494.063,488.776,427.615,416.738,399.025,376.489,352.329,351.735,300.489,274.069,260.916,245.090,220.195,217.085,211.317,208.515,196.875,194.749,189.021,161.683,152.713,119.145,109.415,102.151,89.243,82.851,56.113,44.551,44.124,41.445,34.210
126,2060.534,2060.534,2055.209,2037.711,2015.653,2014.532,2014.532,2011.394,2010.963,2005.551,1980.791,1973.116,1972.779,1969.759,1966.070,1964.707,1964.363,1960.678,1958.242,1949.792,1923.346,1923.346,1846.942,1805.696,1726.958,1683.045,1564.360,1539.589,1523.916,1484.675,1425.511,1421.659,1413.693,1353.005,1327.100,1317.326,1255.345,1243.756,1198.142,1173.571,1148.199,1097.619,1086.031,1085.242,984.293,984.293,974.669,750.174,727.443,700.709,679.374,654.301,581.526,572.910,531.108,485.245,427.039,400.510,400.170,372.885,353.914,350.668,320.416,303.109,302.994,286.577,280.048,273.032,270.575,259.585,252.896,229.768,226.808,212.531,193.878,192.479,178.052,175.349,174.630,174.630,171.044,169.518,159.527,146.018,122.776,111.122,107.505,106.972,105.931,104.958,98.285,90.835,84.682,83.738,74.744,63.361,62.098,49.720,39.082,37.265
127,2063.698,2058.048,2057.194,2047.346,2011.126,2010.008,2010.008,2009.545,2009.413,2009.216,2007.669,1981.095,1973.540,1972.095,1972.095,1970.515,1969.415,1968.760,1967.939,1952.776,1946.885,1940.300,1923.979,1899.463,1895.443,1839.192,1758.787,1752.045,1742.378,1651.551,1606.912,1559.754,1518.529,1505.345,1479.011,1448.704,1436.793,1430.148,1385.739,1337.274,1302.241,1231.575,1220.440,1207.700,1201.778,1164.358,1144.914,1133.908,1078.060,1023.336,908.469,899.691,825.108,731.777,721.612,712.103,638.146,619.396,530.246,512.201,491.444,466.343,456.351,428.401,424.522,415.220,412.496,407.941,399.791,381.356,372.175,363.063,361.901,353.647,352.420,345.725,332.232,282.176,269.740,262.295,261.817,254.626,207.848,204.467,199.108,188.560,175.936,172.735,171.834,171.214,157.901,138.020,133.537,91.939,84.584,77.991,77.344,58.236,53.890,44.443
128,2055.503,2052.281,2026.496,2018.408,2016.443,2012.651,2011.576,2009.271,2005.492,2001.861,1979.041,1975.974,1970.888,1970.320,1968.908,1968.908,1960.508,1957.495,1948.499,1948.499,1934.281,1926.356,1926.356,1925.708,1922.346,1922.296,1922.296,1909.442,1904.528,1888.886,1879.346,1879.346,1781.185,1774.940,1767.572,1756.178,1737.081,1717.730,1711.531,1707.033,1681.747,1677.422,1655.009,1609.585,1589.128,1572.233,1546.753,1540.964,1523.920,1424.122,1413.458,1412.237,1387.608,1301.950,1299.786,1296.226,1291.574,1216.239,1178.550,1059.422,1049.182,1032.984,995.455,878.381,769.364,758.986,751.549,728.105,512.409,485.875,446.556,437.000,392.280,381.361,374.143,373.184,349.010,347.964,345.780,334.168,310.052,279.096,254.578,210.745,195.508,195.508,188.613,187.398,184.213,179.498,161.510,154.333,148.452,128.875,109.449,92.451,89.856,77.035,76.871,14.616
129,2032.889,2019.871,2011.713,2011.713,2011.505,2011.474,2011.118,2006.496,2004.588,2003.661,1984.698,1975.666,1971.157,1968.315,1967.803,1965.593,1961.838,1961.683,1960.820,1957.931,1944.677,1944.677,1929.936,1929.503,1927.537,1922.952,1906.170,1904.685,1896.657,1889.106,1870.307,1802.620,1774.408,1760.972,1719.317,1716.770,1695.530,1590.973,1504.970,1479.865,1466.196,1451.409,1418.329,1318.443,1289.896,1249.089,1236.653,1233.395,1230.365,1155.280,1141.453,1136.973,1035.722,995.145,979.737,950.118,877.095,733.207,728.248,648.382,562.289,545.341,511.287,509.660,462.936,453.641,445.126,432.719,409.759,406.897,405.807,349.175,341.522,320.783,310.226,299.499,293.378,292.734,275.894,235.482,235.379,223.173,221.839,216.945,177.766,174.141,166.396,158.866,143.378,123.735,123.159,118.691,111.800,104.005,88.232,78.441,68.836,58.544,42.154,38.293
130,2099.962,2050.435,2040.193,2016.032,2012.910,2012.039,2011.554,2007.357,1981.486,1978.788,1970.019,1969.405,1967.041,1965.791,1965.791,1964.055,1963.433,1961.926,1933.655,1924.322,1915.976,1911.273,1857.803,1840.947,1787.014,1763.180,1690.091,1675.550,1668.866,1612.607,1551.131,1465.504,1462.032,1454.948,1453.494,1432.984,1424.165,1392.322,1336.438,1272.975,1254.637,1207.836,1175.003,1174.292,1098.852,1061.663,1059.850,860.938,860.069,839.629,796.680,779.738,767.923,724.608,694.622,645.901,598.831,587.717,586.294,583.720,475.146,471.738,440.409,437.279,437.064,436.773,428.731,417.563,414.047,400.228,399.047,398.088,391.086,382.327,379.336,351.018,309.218,305.133,295.235,283.138,277.045,261.209,260.871,260.340,251.937,237.175,236.372,222.332,213.656,212.990,200.980,188.375,172.685,160.273,155.536,151.276,149.923,148.475,144.146,86.079
131,2061.969,2057.228,2056.301,2053.763,2049.450,2020.240,2013.367,2012.974,2011.673,2011.297,2009.521,1995.363,1984.729,1982.220,1973.426,1973.426,1967.842,1967.040,1966.863,1963.547,1960.984,1952.475,1941.293,1933.046,1929.261,1887.090,1886.242,1876.749,1800.386,1764.656,1755.589,1682.365,1680.713,1639.750,1597.884,1520.466,1510.810,1509.792,1460.551,1390.179,1374.545,1341.322,1304.651,1294.935,1174.114,1110.328,1037.927,918.312,876.921,862.018,856.810,832.291,818.841,718.061,710.835,679.261,669.968,597.628,590.596,567.839,523.350,502.592,435.616,403.114,403.022,384.392,382.363,376.949,368.634,362.968,351.805,324.710,271.110,258.253,256.354,233.315,221.307,211.798,209.787,205.890,185.766,176.843,169.453,153.270,150.828,138.701,132.387,105.453,105.122,103.021,88.992,80.729,78.138,68.055,67.859,56.971,55.838,47.735,41.955,37.019
132,2056.052,2055.844,2030.181,2018.655,2017.101,2017.101,2014.771,2012.583,2012.370,2011.284,2009.495,1995.909,1986.447,1984.538,1976.713,1975.811,1972.699,1968.481,1967.874,1965.099,1961.445,1934.904,1927.462,1915.619,1883.461,1882.077,1861.463,1851.729,1842.540,1827.653,1779.868,1770.137,1715.744,1599.552,1598.175,1597.322,1584.814,1572.773,1558.851,1555.058,1534.872,1465.388,1464.646,1437.405,1431.543,1408.121,1292.622,1287.969,1140.967,1108.269,1080.963,1039.351,1034.548,997.680,872.794,807.444,799.281,791.333,753.789,657.841,583.096,555.381,499.404,454.362,440.811,417.439,407.124,405.561,372.811,348.707,345.959,335.098,329.552,316.520,310.512,310.418,305.737,295.808,277.619,276.142,272.383,261.223,248.961,247.914,200.688,196.263,190.805,186.578,178.887,168.979,133.387,125.016,111.989,110.349,86.938,83.870,83.724,54.075,52.561,44.023
133,2166.611,2064.015,2059.255,2058.926,2034.822,2014.873,2013.613,2012.481,2011.387,2004.275,1990.014,1976.784,1974.913,1973.130,1973.130,1969.647,1968.646,1967.429,1961.440,1932.863,1924.713,1918.585,1917.119,1896.255,1762.693,1678.992,1651.274,1627.660,1625.128,1625.128,1613.735,1607.183,1601.958,1596.285,1585.152,1555.456,1552.727,1266.990,1215.796,1215.796,1206.491,1178.448,1171.587,1171.266,1127.562,1078.127,1077.677,1072.214,1066.628,1064.231,1055.746,1040.797,975.553,923.498,864.593,863.622,792.369,750.828,682.792,648.233,630.045,605.166,490.317,479.215,476.914,473.654,454.452,423.495,416.671,383.638,378.465,363.788,299.216,262.244,249.474,238.141,229.254,217.091,209.881,209.759,201.435,188.608,177.662,175.361,175.143,173.718,171.563,155.767,152.036,138.875,112.837,111.388,110.446,106.378,105.651,103.177,81.986,80.917,79.863,61.562
134,2102.388,2080.590,2054.986,2050.539,2043.311,2026.536,2019.059,2014.052,2014.052,2013.353,2013.088,2012.515,2011.420,2009.349,2004.070,2003.718,1998.753,1977.964,1976.882,1971.830,1971.248,1968.439,1967.979,1966.908,1951.277,1903.640,1880.755,1848.639,1832.069,1799.164,1798.843,1766.583,1731.195,1720.051,1705.046,1656.068,1629.970,1545.933,1420.898,1406.165,1392.745,1370.583,1365.388,1364.059,1345.760,1268.250,1258.145,1216.805,1148.176,1129.577,1098.481,1086.578,1000.838,991.385,989.759,986.504,961.846,940.153,932.424,855.208,801.495,763.239,629.634,607.481,582.793,492.584,462.628,453.259,416.649,408.512,403.199,399.371,391.529,380.109,374.003,355.618,354.372,331.925,320.006,318.965,255.330,244.776,242.840,227.535,223.433,209.816,195.912,189.629,173.654,171.057,165.714,160.004,150.679,141.298,127.330,114.686,102.314,97.399,95.869,65.718
135,2142.093,2102.435,2102.069,2060.312,2060.312,2058.132,2057.978,2053.284,2026.335,2018.404,2017.413,2015.759,2013.816,2012.552,2009.003,2001.080,1991.729,1976.646,1970.438,1968.731,1953.229,1938.711,1888.768,1888.180,1887.483,1884.587,1803.379,1803.213,1799.542,1754.265,1715.758,1682.145,1612.440,1586.421,1584.037,1572.209,1541.439,1482.467,1422.001,1419.355,1376.919,1356.913,1350.516,1248.431,1247.771,1220.877,1200.672,1127.784,1104.426,1068.920,1057.104,1029.836,998.747,944.296,928.587,909.744,907.801,823.386,781.235,741.947,705.378,687.785,640.971,568.919,537.865,513.589,508.880,505.746,497.991,481.479,454.894,418.258,411.464,401.447,393.829,369.755,332.216,329.786,325.946,295.437,289.397,283.095,259.308,227.657,226.205,220.825,220.647,218.904,210.145,207.715,207.343,186.755,172.565,114.313,112.871,106.085,98.536,81.822,75.745,48.358
136,2102.597,2098.754,2093.720,2077.433,2077.281,2054.815,2038.882,2035.042,2026.460,2012.907,2012.449,2011.757,2003.929,1996.020,1991.732,1984.655,1977.296,1971.701,1970.550,1970.500,1967.596,1967.596,1966.951,1932.998,1932.632,1923.812,1885.908,1871.711,1846.892,1843.798,1773.044,1682.855,1609.438,1609.192,1513.001,1506.694,1500.921,1468.473,1460.229,1335.446,1295.723,1238.573,1200.469,1189.893,1127.789,1125.464,1079.971,1066.407,995.272,921.838,917.914,891.645,731.700,720.294,719.784,697.777,633.560,608.450,584.927,537.707,506.914,502.716,488.343,448.106,436.154,434.898,397.717,395.193,391.973,385.430,382.201,372.258,363.823,363.733,361.984,312.768,306.217,281.771,265.088,251.311,244.496,239.829,230.192,216.449,205.105,204.533,204.335,195.448,191.355,173.049,154.663,151.915,148.180,125.657,121.926,108.351,108.334,100.264,52.565,44.557
137,2152.226,2101.851,2094.840,2058.413,2055.953,2052.150,2044.398,2032.927,2031.313,2020.577,2016.597,2013.418,2012.667,2011.692,2011.671,2004.894,1982.772,1980.858,1971.632,1971.302,1970.085,1969.756,1967.554,1966.604,1964.879,1944.339,1937.494,1930.788,1929.795,1901.271,1855.457,1851.910,1821.225,1809.747,1797.992,1776.826,1773.841,1758.501,1753.044,1674.501,1627.137,1614.245,1547.486,1536.943,1456.677,1413.701,1390.390,1386.681,1375.913,1334.401,1265.118,1157.490,976.792,950.815,928.176,914.399,901.003,891.482,853.908,852.888,788.595,639.103,593.922,562.781,549.573,544.693,518.264,446.424,416.563,411.585,411.496,410.815,410.570,404.546,401.970,383.995,367.337,363.080,361.006,348.706,317.512,310.699,286.186,255.263,231.730,229.653,221.963,221.040,220.739,216.264,185.232,177.012,162.912,158.278,156.543,106.322,100.143,92.923,89.624,77.423
138,2105.010,2102.247,2101.856,2100.713,2094.929,2063.178,2059.365,2053.194,2049.905,2034.499,2017.185,2017.047,2014.589,2013.712,2011.047,2003.898,1984.996,1982.601,1977.319,1973.249,1972.047,1971.646,1966.929,1949.051,1948.271,1934.272,1928.428,1926.954,1908.938,1908.542,1891.941,1886.165,1851.956,1806.847,1742.784,1740.442,1716.815,1712.651,1706.917,1705.755,1671.056,1645.540,1529.368,1529.162,1511.393,1508.328,1501.462,1480.873,1462.800,1445.677,1430.376,1420.143,1390.172,1300.086,1247.972,1202.184,1188.551,1113.779,1067.143,1004.793,967.362,924.711,866.407,844.104,802.855,763.795,752.191,649.367,647.147,514.718,482.927,462.734,454.524,450.816,405.112,401.652,401.420,395.094,366.228,354.356,349.202,316.911,315.766,313.569,292.511,276.491,257.898,256.387,247.509,244.232,239.258,222.404,217.501,198.545,166.309,125.717,111.190,78.574,45.481,43.609
139,2119.490,2102.110,2097.708,2072.581,2067.910,2060.787,2059.026,2058.445,2057.354,2053.177,2019.308,2013.467,2013.396,1987.151,1981.253,1977.839,1973.059,1971.986,1970.647,1969.985,1969.299,1968.933,1966.546,1966.239,1960.288,1960.047,1956.731,1933.695,1927.470,1923.968,1922.285,1888.691,1845.393,1836.973,1789.316,1736.956,1733.210,1719.638,1563.723,1552.429,1545.830,1508.453,1502.792,1396.802,1385.534,1319.896,1279.780,1234.024,1216.129,1153.151,1135.420,1133.584,1057.592,1056.522,1050.249,1023.406,1003.871,983.738,946.242,944.072,926.663,846.834,840.187,759.467,749.248,643.794,634.153,573.477,549.122,548.364,499.632,489.816,435.917,418.244,416.935,403.254,401.984,386.335,370.132,368.657,364.050,364.046,339.808,336.073,318.513,282.497,261.393,236.063,228.589,212.251,207.479,184.428,161.531,117.017,101.503,100.542,80.473,79.251,68.974,64.015
140,2196.042,2068.170,2026.549,1981.043,1937.373,1906.974,1902.976,1897.987,1886.095,1863.093,1859.117,1838.615,1814.439,1793.066,1779.810,1772.922,1763.988,1737.765,1715.840,1697.013,1694.452,1690.936,1689.008,1688.668,1661.985,1661.018,1649.769,1627.873,1599.189,1577.412,1555.626,1539.441,1521.865,1451.679,1408.747,1371.737,1362.381,1359.285,1335.776,1319.947,1303.044,1295.642,1292.392,1289.071,1240.999,1205.609,1182.763,1107.871,1039.281,981.236,976.099,966.228,938.659,923.229,880.762,820.155,802.738,712.922,595.708,591.973,578.245,567.253,549.495,494.051,481.744,439.943,427.812,421.380,418.578,398.100,382.452,381.668,379.698,367.491,365.175,355.258,353.694,338.776,332.577,316.017,308.081,277.196,271.220,254.506,248.124,234.774,216.611,212.331,199.504,190.112,167.244,162.756,149.934,132.595,114.157,103.253,96.112,81.249,79.132,44.491
141,2200.084,2076.098,2076.098,1987.385,1939.796,1901.256,1900.391,1899.292,1881.181,1875.377,1854.939,1854.939,1848.866,1824.523,1822.392,1812.896,1798.597,1796.903,1795.672,1792.320,1783.854,1779.409,1778.334,1763.039,1737.492,1719.407,1699.091,1682.140,1678.953,1671.488,1669.700,1656.597,1623.588,1568.107,1534.019,1525.864,1519.682,1511.968,1501.527,1470.799,1470.103,1445.600,1390.660,1329.946,1325.511,1254.396,1231.361,1220.605,1204.391,1162.376,1104.701,1088.956,1081.686,1081.561,1080.644,1043.117,1043.117,1037.623,963.229,886.960,886.735,880.735,807.125,788.364,752.514,635.952,594.647,587.287,556.422,531.504,510.218,506.806,467.908,432.204,410.630,409.714,409.714,397.431,390.424,390.237,386.266,351.102,349.274,343.234,321.071,303.977,264.888,231.834,217.110,215.740,211.804,206.210,203.400,198.910,196.416,184.162,184.158,143.079,126.012,99.851
142,2200.045,2053.285,1980.967,1948.642,1945.399,1945.399,1935.427,1934.364,1924.180,1904.162,1899.909,1898.464,1898.194,1869.249,1864.964,1859.420,1857.212,1857.212,1842.210,1830.248,1820.184,1797.535,1779.204,1772.124,1754.440,1751.882,1751.882,1734.234,1728.678,1707.699,1697.765,1686.762,1683.165,1659.490,1649.025,1646.034,1644.336,1629.042,1547.643,1447.306,1433.270,1395.146,1348.906,1324.895,1286.808,1244.135,1227.093,1188.600,1121.403,1098.812,1085.665,1080.238,1074.102,902.998,727.181,715.890,715.890,602.129,600.769,565.057,565.057,561.613,530.014,502.200,486.605,462.472,414.195,386.582,386.370,372.035,362.171,355.779,354.176,347.188,345.821,342.167,314.853,292.097,288.291,282.749,282.120,268.540,255.772,246.920,245.461,232.177,205.696,191.561,177.284,173.448,166.600,152.132,148.462,148.462,142.637,115.089,106.222,94.922,82.737,69.728
143,2240.817,2005.912,2004.592,1985.087,1975.887,1967.256,1946.390,1943.800,1943.800,1931.686,1923.708,1903.723,1900.700,1876.586,1875.635,1875.034,1869.205,1869.205,1865.032,1862.460,1858.361,1851.144,1837.389,1760.750,1733.873,1731.629,1715.808,1654.412,1643.573,1571.747,1565.234,1551.290,1521.287,1508.172,1467.052,1449.267,1418.382,1412.866,1412.864,1383.860,1382.845,1300.679,1291.660,1286.149,1281.611,1267.766,1264.563,1107.078,1099.602,1095.935,1067.682,1056.993,929.878,913.379,890.595,854.084,841.499,807.865,801.698,771.705,736.128,725.398,618.918,593.902,582.713,565.510,509.592,502.218,465.224,462.537,461.564,427.252,411.705,395.875,391.338,385.956,372.574,364.383,359.362,359.302,356.017,344.899,324.370,308.258,288.232,277.602,208.123,207.853,199.112,155.717,154.315,135.741,129.298,128.179,119.402,108.028,87.635,86.558,76.141,24.117
144,2198.359,2070.312,2067.920,2005.128,1988.486,1984.789,1981.834,1981.834,1971.644,1956.095,1951.552,1951.552,1942.957,1923.292,1919.139,1917.541,1895.614,1880.999,1865.916,1856.903,1855.887,1834.384,1832.700,1828.160,1804.410,1783.008,1775.074,1761.071,1760.604,1695.448,1688.851,1656.064,1636.491,1600.209,1582.373,1535.323,1521.400,1499.230,1494.608,1490.570,1478.661,1466.720,1423.977,1416.546,1383.949,1342.137,1339.809,1327.621,1306.075,1296.617,1283.111,1277.831,1262.260,1164.178,1160.528,1122.209,1108.737,1091.722,988.489,878.663,876.505,865.873,855.454,818.649,802.572,798.835,735.096,626.774,618.593,495.956,461.347,444.313,438.657,428.859,413.619,410.003,402.001,378.059,370.594,370.282,366.882,366.455,362.326,358.547,353.731,351.707,350.136,349.200,311.604,306.120,288.568,270.056,259.634,215.667,212.091,175.214,125.889,121.757,96.900,55.352
145,2199.961,2071.455,2046.920,2027.392,2023.984,2020.662,2003.641,1988.051,1950.334,1950.334,1946.726,1926.941,1907.250,1897.358,1897.358,1892.932,1885.794,1876.106,1869.776,1839.215,1823.235,1817.165,1815.494,1808.342,1778.673,1763.667,1760.851,1728.815,1680.036,1658.324,1620.468,1619.936,1593.205,1558.124,1536.965,1518.865,1517.709,1412.776,1395.404,1395.404,1382.610,1320.553,1311.752,1293.323,1285.059,1264.323,1250.710,1245.356,1067.963,912.181,843.600,802.481,791.525,773.781,765.308,762.938,694.048,674.420,673.536,666.122,647.042,596.340,493.507,437.094,415.765,415.001,412.519,393.629,370.348,362.884,353.594,353.594,351.685,345.090,341.385,317.388,317.349,287.958,280.104,274.205,267.772,263.698,261.288,248.931,242.672,241.531,228.901,218.203,217.607,213.643,200.788,186.407,175.520,168.681,137.032,129.128,103.494,98.449,24.389,22.364
146,2173.628,2156.011,2026.464,2024.099,2024.099,2022.854,2005.420,1980.808,1962.170,1961.151,1948.514,1947.805,1942.198,1942.198,1931.148,1917.919,1886.139,1874.301,1867.392,1866.667,1796.402,1767.124,1757.726,1750.685,1741.533,1733.325,1695.171,1688.233,1659.139,1658.024,1652.212,1613.137,1525.559,1497.027,1494.277,1490.918,1478.663,1460.563,1420.858,1415.986,1392.526,1352.596,1330.281,1312.616,1310.344,1306.209,1303.295,1300.519,1286.330,1278.003,1271.974,1215.701,1125.920,1110.240,1098.203,974.516,974.260,951.974,872.474,830.281,746.306,732.285,661.222,513.223,446.044,434.677,419.422,405.610,398.837,377.871,368.634,362.418,358.500,348.918,304.460,302.986,279.036,277.718,269.492,253.932,247.228,238.524,234.190,221.589,218.957,217.410,194.244,175.731,167.393,159.148,146.616,134.286,132.560,130.734,129.088,93.432,81.062,40.953,36.905,26.009
147,2196.121,2086.104,2032.422,2026.100,2018.970,2006.852,2005.995,1984.195,1962.283,1955.436,1954.059,1944.014,1932.312,1932.312,1930.416,1905.022,1900.585,1884.121,1876.512,1876.512,1872.272,1865.896,1797.802,1796.025,1784.183,1778.381,1778.381,1770.973,1741.384,1726.571,1723.851,1697.997,1685.328,1671.613,1660.722,1561.894,1490.108,1451.819,1451.819,1449.882,1402.152,1382.180,1313.604,1302.492,1161.517,1141.041,1122.242,979.775,904.515,859.814,775.695,737.121,626.177,622.921,618.545,571.728,534.123,502.015,485.749,439.857,383.115,375.624,371.784,363.779,362.637,357.730,353.033,352.993,350.646,347.794,346.211,346.055,342.187,340.259,320.770,318.567,268.631,244.252,240.922,229.843,227.530,217.566,205.704,193.383,193.157,189.750,185.584,176.878,171.534,152.031,144.971,143.943,141.100,96.570,83.278,78.213,75.922,48.330,41.124,25.064
