gen,brain1,brain2,brain3,brain4,brain5,brain6,brain7,brain8,brain9,brain10,brain11,brain12,brain13,brain14,brain15,brain16,brain17,brain18,brain19,brain20,brain21,brain22,brain23,brain24,brain25,brain26,brain27,brain28,brain29,brain30,brain31,brain32,brain33,brain34,brain35,brain36,brain37,brain38,brain39,brain40,brain41,brain42,brain43,brain44,brain45,brain46,brain47,brain48,brain49,brain50,brain51,brain52,brain53,brain54,brain55,brain56,brain57,brain58,brain59,brain60,brain61,brain62,brain63,brain64,brain65,brain66,brain67,brain68,brain69,brain70,brain71,brain72,brain73,brain74,brain75,brain76,brain77,brain78,brain79,brain80,brain81,brain82,brain83,brain84,brain85,brain86,brain87,brain88,brain89,brain90,brain91,brain92,brain93,brain94,brain95,brain96,brain97,brain98,brain99,brain100
66,2147.938,2042.445,2040.905,2008.990,2007.489,1996.958,1961.360,1900.849,1881.328,1868.173,1862.351,1859.052,1828.581,1813.577,1801.526,1769.320,1743.364,1722.370,1722.370,1710.007,1710.007,1487.331,1445.221,1408.388,1380.749,1351.976,1341.289,1305.773,1252.936,1245.791,1240.465,1217.515,1202.009,1171.665,1158.577,1025.238,999.274,960.061,939.960,864.444,840.738,838.246,805.250,790.196,748.253,728.621,695.380,593.958,536.994,535.450,526.212,518.158,392.316,379.943,359.387,351.784,336.269,322.293,315.596,279.660,267.924,236.423,195.138,170.967,168.250,166.415,164.998,155.735,149.642,149.140,146.171,146.086,142.329,137.265,135.587,135.467,121.207,116.931,110.423,102.247,101.964,93.296,92.793,91.055,85.798,79.299,78.432,74.667,74.172,68.654,67.655,63.790,51.059,50.098,47.685,42.151,19.724,18.742,13.903,12.286
67,2148.329,2073.205,2042.782,2000.237,1984.800,1964.499,1960.426,1953.069,1943.988,1943.587,1881.627,1879.610,1879.466,1862.154,1862.154,1855.742,1819.779,1818.030,1803.576,1731.668,1689.939,1650.916,1629.319,1588.311,1587.308,1469.631,1436.793,1413.113,1391.827,1319.859,1206.557,1181.351,1117.125,1095.676,971.322,954.327,865.786,856.226,829.095,798.651,786.070,723.549,653.898,650.482,644.415,580.883,544.497,539.796,505.631,480.622,436.703,431.049,429.740,416.725,416.557,410.020,408.685,404.539,402.376,399.853,399.513,388.969,379.861,378.972,373.127,349.882,331.923,306.981,272.088,251.082,248.835,243.291,243.160,216.069,189.175,187.345,182.809,171.725,170.628,170.040,162.629,162.447,160.564,140.112,139.732,136.160,130.995,120.108,102.766,99.228,95.411,84.723,82.733,65.631,62.600,49.116,39.172,38.688,24.155,12.116
68,2101.025,2039.036,2038.687,2004.596,2004.570,2001.708,1982.138,1910.026,1903.495,1879.058,1866.659,1855.535,1841.801,1833.548,1823.481,1819.575,1815.997,1815.997,1811.814,1780.887,1653.442,1637.284,1605.441,1478.622,1458.245,1445.850,1427.187,1342.838,1315.282,1296.315,1295.420,1236.543,1229.062,1208.333,1208.333,1158.716,1158.623,1014.901,992.662,989.265,919.862,908.945,838.829,752.026,729.462,723.884,686.587,663.935,612.147,608.389,474.597,443.526,436.368,434.854,430.876,415.551,398.992,396.115,374.318,374.216,362.467,362.261,362.261,358.574,357.577,355.470,354.369,299.960,291.145,275.672,231.023,216.719,199.788,197.623,193.654,188.359,172.116,171.753,169.092,162.833,157.345,152.867,151.391,129.276,95.948,72.804,66.042,61.939,61.106,57.503,54.689,52.845,49.846,47.841,43.846,40.281,27.249,16.112,11.851,9.781
69,2145.179,2137.744,2080.078,2067.330,2004.951,1990.566,1989.331,1985.986,1972.017,1957.612,1955.133,1936.233,1935.452,1931.234,1916.513,1870.606,1862.838,1812.768,1811.031,1809.627,1787.531,1768.015,1768.015,1710.294,1692.689,1647.863,1635.595,1635.595,1500.072,1453.380,1409.912,1338.554,1269.455,1227.495,1219.327,1214.243,1183.504,1180.567,1169.523,1145.289,1141.514,1083.230,1076.172,959.850,925.297,907.050,858.060,820.588,771.947,771.947,757.254,741.046,559.558,555.303,544.308,517.067,505.442,471.834,466.061,430.539,414.876,408.060,403.354,396.780,388.593,354.142,345.532,336.722,321.313,310.768,304.379,295.988,278.231,232.463,210.000,208.611,202.389,200.372,183.633,174.826,164.674,150.973,133.186,130.351,125.086,113.534,112.295,111.357,110.464,107.932,98.916,92.639,86.648,84.314,70.795,68.548,62.279,38.954,38.423,24.876
70,2114.470,2049.375,2037.568,2003.767,1996.658,1984.302,1967.861,1959.582,1954.068,1953.531,1952.901,1945.700,1937.333,1935.452,1924.009,1905.667,1888.391,1865.227,1862.149,1786.544,1763.216,1762.848,1722.840,1708.539,1679.172,1652.082,1638.813,1586.924,1474.403,1397.759,1394.224,1294.210,1292.841,1246.621,1210.908,1163.702,1108.521,1096.556,1093.985,1062.771,1058.949,1041.805,1033.856,1000.981,977.155,916.248,795.098,689.477,669.383,660.862,636.569,597.621,595.609,594.860,565.932,540.959,511.356,495.219,455.337,427.603,424.067,417.572,356.880,356.067,352.513,341.414,305.363,295.127,292.652,283.362,276.702,265.410,249.659,232.282,226.511,225.189,217.095,198.919,184.030,177.287,168.285,153.448,143.905,137.801,136.117,135.432,120.492,119.204,118.623,114.608,111.037,95.089,85.308,81.519,64.946,55.334,39.919,33.198,24.478,13.114
71,2099.783,2092.897,2043.034,2037.691,2019.545,2019.177,2005.075,1958.170,1956.462,1930.765,1928.209,1908.658,1904.981,1903.003,1863.105,1859.019,1858.227,1845.549,1844.966,1819.139,1818.370,1771.764,1766.094,1740.626,1695.432,1673.221,1630.838,1627.436,1620.630,1576.570,1539.919,1518.285,1517.264,1438.927,1423.511,1278.045,1263.204,1135.439,1067.199,1057.925,1007.430,1006.071,1005.409,921.214,890.809,864.036,819.159,770.380,761.612,753.406,710.414,677.427,650.138,632.502,590.321,585.668,548.718,542.016,502.826,477.974,448.376,401.768,380.711,371.437,359.736,299.909,287.933,273.825,260.759,240.909,220.566,215.268,214.676,210.417,203.759,190.394,189.459,175.301,161.340,161.237,157.613,146.148,134.893,134.812,126.614,123.884,115.682,115.558,115.039,114.538,105.163,96.770,96.298,59.349,51.670,42.182,40.520,38.801,30.480,12.038
72,2183.167,2098.066,2092.178,2019.094,2006.649,1994.722,1983.007,1974.401,1970.561,1970.438,1953.886,1904.441,1904.160,1900.306,1893.393,1887.874,1864.826,1857.465,1848.956,1827.922,1812.646,1783.094,1772.248,1762.922,1719.821,1709.090,1708.135,1703.589,1703.067,1693.206,1676.619,1674.639,1639.309,1637.977,1590.931,1586.040,1585.729,1564.985,1549.922,1543.535,1474.979,1458.604,1447.328,1415.285,1359.370,1343.479,1323.040,1268.335,1216.186,1198.170,1193.865,1031.747,1018.824,964.595,908.158,904.159,886.104,874.047,870.341,838.029,833.177,827.798,822.319,768.124,665.195,592.784,516.580,470.935,447.532,402.318,389.893,378.347,373.656,369.475,355.582,346.143,340.276,328.549,324.565,285.252,220.369,204.103,177.320,160.159,158.795,144.539,137.622,109.963,96.934,87.758,75.575,66.685,64.188,35.401,32.277,28.819,28.487,25.408,19.080,16.661
73,2170.994,2169.240,2148.060,2072.369,2069.625,2064.266,2047.292,2037.149,1994.851,1973.820,1952.637,1940.350,1934.139,1924.792,1910.576,1900.594,1886.782,1886.464,1876.351,1873.315,1858.638,1844.701,1823.145,1810.882,1808.868,1765.464,1709.789,1643.005,1618.079,1593.123,1585.024,1544.642,1539.752,1518.342,1415.696,1402.045,1371.625,1308.143,1254.074,1213.940,1200.357,1193.475,1116.519,1062.161,1022.302,1001.189,905.262,859.906,819.829,769.252,753.415,717.916,626.575,618.290,597.443,522.287,521.881,494.331,493.295,480.353,479.533,434.503,431.054,415.662,406.038,366.380,336.894,336.757,304.884,298.549,295.294,264.146,257.165,247.461,245.293,228.409,201.227,191.473,189.277,179.763,141.100,135.641,129.773,116.178,112.313,99.418,98.617,92.340,82.141,78.999,76.822,74.212,73.326,73.096,71.489,36.181,32.989,28.704,25.574,14.814
74,2091.317,2066.340,2053.084,2031.686,2025.007,2017.996,2017.638,2004.551,1998.960,1996.978,1977.044,1950.639,1950.638,1945.604,1940.400,1909.122,1883.056,1881.309,1879.658,1868.464,1856.709,1854.231,1801.117,1753.374,1728.079,1721.868,1716.021,1638.372,1620.915,1613.552,1612.057,1577.893,1562.926,1476.094,1457.451,1413.116,1384.429,1380.252,1351.821,1194.670,1167.193,1146.341,1112.219,1097.679,1044.974,1015.668,991.460,928.928,880.205,789.501,758.600,647.749,557.681,556.584,504.690,477.262,471.406,458.745,457.226,424.425,421.006,400.368,387.457,383.800,380.975,363.279,359.356,357.188,346.903,344.079,330.935,308.448,294.483,217.189,211.882,208.944,189.398,185.304,169.770,169.088,163.651,155.397,141.010,138.388,130.402,127.592,111.426,89.381,67.684,55.659,47.208,46.033,44.901,40.212,34.654,34.537,34.300,25.148,14.880,10.412
75,2213.337,2186.053,2147.077,2138.852,2092.184,2077.215,2048.479,2047.456,2023.427,1999.741,1983.130,1974.257,1971.526,1960.870,1952.538,1951.752,1934.890,1884.376,1881.781,1874.009,1863.955,1830.506,1817.417,1816.529,1757.412,1686.899,1662.130,1631.545,1530.718,1509.594,1465.316,1425.720,1370.801,1354.407,1293.649,1293.317,1284.603,1203.606,1194.994,1123.546,1121.348,1114.189,1083.524,1047.757,1005.748,877.700,834.612,750.604,716.227,678.610,655.800,599.087,585.392,565.109,551.914,507.250,481.698,460.985,452.915,452.166,450.792,411.973,406.483,400.465,397.341,365.220,363.057,340.483,322.902,310.287,297.660,296.401,286.023,285.658,281.467,264.486,255.245,233.909,216.266,184.112,181.256,176.363,160.505,154.763,144.814,144.273,141.633,135.232,115.395,115.126,99.306,94.221,93.371,84.462,83.982,75.432,64.221,54.984,27.788,12.642
76,2149.281,2148.174,2116.546,2112.719,2104.470,2099.605,2096.305,2091.750,2054.197,1999.920,1999.784,1995.263,1975.940,1973.113,1972.516,1970.520,1957.662,1957.319,1951.557,1900.316,1891.862,1864.396,1861.706,1837.814,1746.467,1746.467,1677.731,1663.660,1660.677,1494.778,1494.778,1467.576,1455.232,1438.711,1425.284,1417.208,1401.790,1314.641,1307.033,1282.770,1150.233,1144.245,1121.985,1072.349,1031.612,1015.231,891.557,801.234,778.980,761.938,757.661,756.907,755.178,754.711,726.367,725.271,722.872,718.427,649.490,637.175,607.845,500.468,494.257,463.975,425.208,411.204,404.999,361.786,352.632,341.585,332.739,312.399,295.752,277.031,269.382,269.382,263.240,258.035,233.655,225.984,189.712,164.291,164.291,163.675,163.583,145.997,124.679,112.242,105.719,104.303,88.553,75.620,43.639,41.577,34.057,33.041,29.386,26.417,23.251,19.154
77,2147.342,2137.010,2118.819,2097.760,2092.365,2055.313,2054.719,2050.716,2050.368,2037.684,2010.954,2004.290,2001.020,1997.767,1984.823,1983.126,1961.759,1954.226,1953.403,1930.684,1927.507,1924.783,1906.576,1863.959,1858.127,1853.165,1820.633,1809.234,1724.049,1660.746,1642.646,1616.610,1594.690,1533.924,1525.113,1504.091,1493.034,1471.056,1468.509,1395.703,1390.139,1385.070,1329.732,1317.506,1217.461,1089.740,1030.027,824.775,807.638,683.530,677.791,609.412,589.579,550.494,517.986,515.610,499.013,473.202,470.735,447.369,436.425,431.740,416.675,381.307,376.904,376.904,338.568,318.778,289.336,246.107,234.018,213.788,168.790,166.938,150.950,150.950,150.160,146.657,132.867,128.649,126.745,116.612,112.148,110.919,100.237,78.605,74.539,71.744,70.571,63.899,60.795,60.441,54.347,37.495,34.192,28.955,26.896,22.246,19.815,18.866
78,2142.294,2125.157,2100.917,2098.274,2066.742,2064.424,2045.520,2010.744,2004.273,1983.497,1974.536,1960.419,1958.956,1956.539,1951.131,1949.575,1944.748,1943.879,1923.954,1865.986,1861.604,1699.382,1655.905,1633.025,1567.029,1525.078,1500.341,1490.571,1428.637,1389.849,1296.823,1168.604,1145.712,1136.927,1092.445,979.332,956.893,924.659,855.450,818.474,809.454,804.322,777.498,696.282,685.046,605.726,532.921,529.884,516.134,466.492,453.445,449.972,442.390,427.248,391.905,387.526,375.127,374.615,374.052,373.593,369.371,366.507,360.174,359.549,352.176,347.360,332.202,294.694,287.635,253.643,241.347,237.881,237.833,212.784,176.438,167.592,151.913,147.083,125.208,123.052,116.062,112.314,103.767,102.439,79.642,77.273,74.994,65.450,50.527,49.332,44.801,42.269,40.923,37.030,36.473,27.327,23.129,22.327,17.033,14.402
79,2147.111,2099.226,2098.551,2096.906,2092.508,2091.515,2087.044,2069.137,2064.063,2054.898,2047.828,2004.931,1999.479,1975.241,1947.166,1935.721,1928.993,1928.386,1912.741,1911.440,1861.302,1835.928,1830.263,1815.905,1812.539,1783.312,1761.974,1732.758,1731.126,1622.001,1528.317,1406.988,1286.497,1252.608,1236.552,1225.521,1202.773,1202.703,1180.779,1086.527,1050.136,926.587,902.793,877.130,849.328,818.333,801.629,794.829,789.557,769.608,680.539,677.867,647.978,577.170,501.644,491.670,458.456,431.746,428.598,413.201,405.533,392.600,329.522,323.227,318.678,308.166,280.121,271.907,265.007,247.443,241.377,239.954,225.278,217.883,217.542,186.327,168.198,166.167,164.830,164.679,163.011,154.151,149.162,147.287,115.797,108.237,97.846,97.350,92.716,81.711,70.854,70.491,53.026,50.234,48.351,38.797,38.158,26.962,14.102,11.625
80,2122.101,2122.101,2116.975,2109.161,2018.407,2002.308,1959.808,1943.353,1932.364,1928.557,1926.987,1918.434,1916.485,1909.972,1906.671,1906.478,1904.016,1890.190,1884.178,1862.373,1859.910,1859.910,1841.328,1838.281,1816.596,1806.206,1805.491,1777.559,1732.607,1717.743,1678.688,1650.761,1643.060,1584.207,1584.164,1575.895,1571.841,1560.128,1505.261,1492.065,1431.492,1422.221,1371.377,1265.010,1215.066,1179.616,1056.174,1032.207,1023.330,980.558,904.020,740.299,713.351,644.520,582.520,582.005,572.422,555.789,552.754,533.645,458.752,446.683,441.215,441.147,439.235,417.774,413.651,404.836,401.431,394.300,378.516,376.970,348.181,345.700,339.752,334.475,318.273,284.788,258.953,234.247,232.964,170.257,170.211,160.104,136.687,136.428,123.669,111.697,107.590,104.615,104.462,95.441,85.917,76.791,45.974,45.851,39.943,28.155,27.489,10.919
81,2099.692,2096.210,2071.192,2015.949,1999.974,1999.974,1996.947,1989.914,1985.073,1980.759,1956.189,1929.866,1921.206,1913.801,1904.668,1881.065,1869.692,1861.605,1861.501,1843.174,1818.313,1817.478,1791.820,1752.151,1734.229,1733.814,1709.172,1685.261,1663.736,1632.806,1619.199,1582.715,1541.970,1523.476,1491.957,1452.825,1448.604,1425.883,1424.380,1414.340,1406.017,1404.198,1384.974,1354.155,1315.565,1285.035,1193.410,1193.410,1119.296,1119.296,1020.615,981.269,956.847,924.936,909.421,887.045,882.039,786.142,771.444,703.794,700.906,696.493,693.243,626.336,583.919,559.431,535.096,493.267,403.932,393.658,345.971,330.315,327.713,319.626,319.626,288.232,245.262,242.731,223.493,218.744,211.498,211.498,190.479,189.051,182.286,173.851,165.931,153.795,147.302,115.887,115.844,109.030,103.497,99.924,97.837,93.893,76.116,70.602,47.933,10.229
82,2248.409,2079.622,2077.259,2066.180,2052.782,2052.782,2050.892,2019.244,1960.873,1954.140,1942.592,1939.875,1935.971,1931.422,1928.630,1912.851,1912.349,1901.119,1894.848,1893.316,1885.370,1871.342,1859.719,1832.782,1832.781,1830.314,1797.317,1791.865,1761.084,1720.570,1652.100,1600.726,1590.427,1578.992,1505.445,1495.322,1442.174,1390.847,1331.266,1327.145,1316.124,1291.847,1274.034,1255.081,1251.143,1215.089,1125.471,1086.708,1084.880,957.349,956.135,939.110,853.419,730.740,676.783,634.590,634.030,552.508,543.963,532.131,528.133,527.554,494.274,467.419,448.526,407.447,377.385,374.764,356.816,338.927,290.580,286.504,284.418,279.377,262.560,258.915,209.175,202.087,200.826,198.806,187.782,179.518,164.355,142.346,126.561,120.987,111.735,98.685,96.664,89.959,86.724,85.322,80.381,77.061,72.286,67.276,58.202,27.270,25.972,25.808
83,2190.940,2103.548,2073.824,2069.499,2003.347,2003.347,2001.964,1964.864,1955.886,1933.928,1926.915,1910.678,1890.980,1886.563,1879.379,1878.281,1867.547,1860.540,1855.635,1846.041,1833.935,1788.039,1776.078,1769.860,1758.744,1597.177,1529.673,1510.928,1502.913,1492.746,1491.098,1441.655,1373.208,1370.732,1324.656,1320.737,1212.925,1162.647,1146.506,1127.958,1122.829,1070.195,1050.524,1048.462,1034.833,1030.199,967.488,952.605,932.201,922.553,861.085,848.731,794.677,777.083,690.984,686.940,581.337,571.721,571.568,471.866,457.624,441.073,434.089,421.941,410.214,402.878,402.114,388.543,376.088,330.886,300.922,288.340,266.311,218.678,185.813,184.871,183.802,178.128,136.783,126.647,120.203,115.522,115.226,99.300,89.669,84.372,84.314,82.373,76.390,69.532,67.789,63.116,56.259,42.549,42.135,38.606,35.032,33.352,24.403,21.223
84,2124.162,2075.501,2075.501,2067.790,2048.752,2017.022,2010.750,2006.252,1981.048,1977.215,1963.590,1959.677,1955.926,1955.287,1930.763,1927.791,1924.779,1910.052,1905.409,1872.274,1862.351,1857.412,1837.094,1754.528,1706.660,1642.008,1631.266,1608.914,1555.971,1541.682,1512.454,1494.853,1475.324,1474.398,1452.286,1452.037,1391.950,1318.844,1302.403,1278.096,1264.132,1263.313,1256.203,1241.886,1239.738,1219.251,1211.021,1170.589,984.162,977.400,941.462,913.067,876.630,869.849,752.451,641.115,506.732,504.430,449.657,438.502,436.944,415.175,412.342,408.291,378.209,371.899,371.410,371.231,364.935,355.864,347.124,321.347,314.791,287.801,281.355,280.635,257.385,253.563,235.606,222.432,221.516,218.888,201.019,193.984,191.439,189.611,178.682,173.741,170.233,167.686,166.836,162.479,162.357,126.863,113.144,106.163,101.603,86.348,41.864,27.587
85,2185.746,2166.150,2166.150,2145.319,2100.221,2073.801,2047.886,2031.021,2029.766,2019.558,1999.858,1967.753,1958.981,1956.332,1946.631,1930.618,1930.382,1922.756,1900.073,1889.821,1886.774,1886.204,1868.925,1829.153,1819.874,1818.205,1815.482,1807.483,1792.769,1781.396,1764.642,1729.596,1698.676,1689.150,1666.515,1666.515,1642.187,1579.876,1546.524,1506.292,1420.866,1418.964,1374.728,1366.398,1366.398,1260.203,1200.124,1153.774,1150.369,1114.841,1086.367,1073.481,994.986,991.511,964.540,876.079,778.602,777.956,743.266,737.912,684.059,582.848,574.989,569.682,535.900,531.359,510.905,508.063,455.024,441.840,431.890,424.706,413.205,409.227,402.107,345.664,321.412,318.092,276.042,266.916,260.159,250.266,232.212,228.364,206.356,192.215,189.398,178.823,168.203,127.916,124.298,95.289,89.725,84.063,60.318,48.242,43.811,40.922,39.229,22.661
86,2115.766,2093.120,2093.120,2064.930,2029.356,2025.318,2013.147,2012.624,1995.692,1976.233,1975.905,1971.746,1966.934,1965.279,1964.522,1959.400,1957.288,1929.612,1911.622,1911.109,1909.122,1901.426,1888.482,1866.939,1832.725,1791.024,1730.294,1714.102,1711.935,1598.082,1573.678,1573.139,1508.394,1488.543,1448.330,1444.141,1433.736,1344.495,1318.874,1312.558,1304.332,1299.387,1294.027,1217.937,1152.264,1143.709,1064.734,1057.344,1014.423,980.622,976.614,940.976,939.847,872.695,808.401,805.999,734.630,733.700,684.280,672.232,630.724,580.346,553.203,546.823,477.247,466.868,460.643,434.349,422.229,405.453,390.737,389.395,380.122,375.609,354.172,343.960,341.842,325.380,325.102,277.535,263.640,238.052,211.962,207.652,181.256,180.561,173.605,159.669,137.514,126.934,112.090,99.394,99.248,80.653,62.271,52.812,49.531,48.975,38.129,19.499
87,2078.267,2067.052,2067.052,2066.403,2055.610,2052.774,2050.018,2049.426,2026.944,2026.944,2021.093,2015.430,2010.106,2003.598,1987.202,1929.366,1929.015,1925.014,1924.793,1924.793,1911.359,1889.273,1889.273,1869.160,1860.716,1859.849,1859.849,1846.843,1781.182,1781.182,1766.671,1670.296,1659.612,1659.612,1628.114,1583.509,1490.590,1451.050,1429.458,1387.295,1319.536,1213.891,1160.629,1138.814,1128.783,1122.296,1122.280,1036.355,972.214,965.821,880.772,846.034,793.194,773.358,772.369,708.737,693.611,650.734,532.513,504.588,497.958,481.243,461.137,438.342,438.048,426.183,420.765,405.276,401.777,389.103,381.234,381.007,380.594,360.383,352.758,328.227,312.950,299.702,240.440,202.697,200.319,170.918,169.054,168.503,168.180,164.667,161.238,158.697,153.443,145.898,143.001,124.873,118.254,107.158,79.338,77.224,70.962,59.174,50.844,29.974
88,2189.665,2124.721,2124.721,2122.789,2116.430,2099.084,2056.962,2029.696,2023.531,2005.077,2005.077,2003.965,2003.965,1985.947,1981.483,1974.267,1963.583,1953.077,1952.943,1914.979,1913.343,1883.736,1864.491,1785.738,1782.337,1756.931,1747.131,1746.144,1717.624,1661.626,1627.744,1613.883,1499.726,1482.899,1384.530,1290.975,1227.792,1224.364,1215.079,1185.456,1130.869,1118.167,1071.141,993.913,954.189,917.231,876.557,817.063,802.460,729.440,690.136,603.568,538.533,514.309,450.155,446.915,443.365,439.194,428.127,422.394,418.567,417.286,404.805,382.217,382.014,378.748,372.966,371.696,364.409,322.331,314.298,300.369,279.277,272.657,255.925,255.202,254.274,248.464,238.897,232.772,223.477,220.356,196.150,170.079,160.873,158.148,144.245,132.599,118.717,114.117,106.470,95.722,94.218,69.763,53.109,52.323,50.388,47.236,35.703,-2.265
89,2219.977,2125.098,2096.716,2066.597,2047.732,2047.732,2040.312,2035.028,2030.974,2026.130,2026.130,2021.674,2021.674,1998.831,1992.910,1985.578,1972.147,1957.186,1954.206,1887.666,1816.359,1785.311,1405.736,1373.588,1353.098,1352.272,1342.224,1275.025,1246.919,1169.134,1121.518,1023.652,923.042,922.550,868.716,844.452,771.991,755.911,754.682,745.432,740.560,721.779,703.131,702.599,676.107,669.417,597.540,578.360,560.915,549.939,531.958,491.463,489.930,479.384,473.900,453.166,434.109,413.918,390.235,384.234,380.882,378.615,377.464,354.997,295.646,274.321,272.482,260.212,241.967,228.554,224.037,204.100,201.114,195.562,184.192,179.643,174.350,143.661,139.728,139.624,132.854,130.731,127.519,124.736,121.672,118.163,109.292,91.018,80.887,54.634,46.590,43.763,39.657,39.263,27.270,25.362,24.171,22.206,9.877,-2.265
90,2218.746,2146.904,2120.552,2103.376,2092.537,2068.185,2049.486,2043.396,1999.999,1994.464,1994.464,1980.659,1980.659,1977.494,1977.494,1954.314,1950.614,1943.428,1932.151,1924.862,1891.273,1869.520,1857.832,1848.531,1828.802,1817.668,1815.510,1808.366,1743.528,1633.070,1610.504,1569.522,1560.512,1486.897,1472.324,1370.617,1306.618,1118.174,1115.406,1052.906,989.899,982.743,799.535,779.875,747.838,729.244,664.803,582.578,549.997,489.156,480.012,456.826,437.311,430.389,425.469,407.871,401.708,400.926,387.113,386.335,385.094,359.339,359.139,344.669,294.365,272.098,260.448,255.437,230.755,219.427,215.675,208.511,201.737,195.990,182.583,170.976,146.718,141.064,140.017,139.121,135.065,129.609,124.499,106.425,98.631,98.504,97.023,96.506,91.238,88.146,80.287,77.235,68.699,68.487,65.482,60.480,44.367,30.637,18.578,14.912
91,2168.070,2106.877,2103.215,2102.981,2096.710,2082.448,2079.864,2077.070,2053.169,2028.112,2028.112,2017.735,2017.252,2012.875,2007.614,1952.565,1952.565,1950.261,1933.211,1918.909,1896.346,1896.346,1879.902,1831.656,1736.061,1714.084,1712.869,1658.487,1633.041,1582.477,1458.303,1354.923,1307.066,1167.931,1162.668,1137.553,1115.492,1060.729,1001.426,998.986,981.530,932.593,893.459,857.148,821.539,811.043,760.525,686.072,663.877,569.516,555.546,493.506,481.816,446.495,444.657,419.518,419.334,417.526,411.182,410.930,393.143,373.724,369.373,365.765,359.505,345.736,340.639,336.642,330.368,277.373,241.327,215.871,202.908,200.663,192.872,181.535,165.692,164.476,146.585,146.508,144.111,142.910,141.650,138.611,120.059,119.017,118.924,115.079,105.505,101.895,94.145,87.957,81.447,74.678,71.888,63.936,49.259,21.593,18.680,12.959
92,2241.729,2151.768,2111.879,2101.851,2101.007,2098.663,2081.938,2058.425,2058.033,2057.067,2046.970,2046.290,2044.646,2032.494,1977.782,1977.782,1976.431,1965.868,1955.478,1922.375,1922.375,1907.948,1876.553,1851.258,1851.190,1773.557,1685.149,1683.706,1619.200,1534.721,1490.139,1483.362,1408.561,1408.453,1311.615,1289.414,1199.556,1189.703,1124.134,1096.341,1052.949,997.088,990.678,990.188,963.996,959.755,958.142,896.266,856.595,769.917,717.013,706.754,636.915,630.251,628.222,622.201,527.262,526.025,515.512,498.590,477.778,433.381,385.867,384.541,363.235,359.558,324.685,314.519,302.919,268.333,261.414,220.278,219.386,206.226,201.062,190.542,174.356,148.969,144.694,143.496,141.961,139.408,138.742,133.524,128.206,126.446,123.070,121.802,118.428,91.869,87.221,86.494,85.904,77.449,60.936,49.347,44.088,36.940,32.515,31.350
93,2164.938,2156.525,2128.016,2100.518,2076.874,2051.248,2032.449,2022.726,2021.002,2018.626,2014.087,2004.953,2002.884,1996.924,1983.246,1981.730,1981.730,1947.673,1935.113,1926.434,1880.054,1814.171,1745.758,1678.973,1606.286,1593.954,1500.137,1442.412,1385.354,1372.579,1354.965,1265.535,1217.850,1186.074,1180.468,1171.210,1024.738,995.326,972.761,938.389,913.691,863.661,752.221,738.163,668.781,643.643,605.501,557.404,553.756,510.803,495.959,465.933,465.610,453.446,447.705,442.732,437.716,435.490,427.972,419.327,418.634,416.213,381.820,381.442,345.929,329.149,272.059,271.334,257.454,247.066,238.377,226.349,214.341,198.476,191.927,178.631,166.851,159.844,155.000,147.085,142.418,141.905,135.423,133.296,132.392,126.019,109.512,106.762,106.697,103.597,98.648,94.407,80.857,75.170,72.615,71.302,70.265,54.009,42.178,18.636
94,2194.931,2175.375,2167.233,2155.140,2146.080,2125.378,2110.351,2108.525,2091.021,2051.836,2039.045,2028.317,2005.162,2005.162,1990.177,1986.303,1986.303,1972.181,1970.879,1970.302,1967.259,1955.655,1948.542,1935.361,1844.790,1837.846,1765.875,1765.532,1721.314,1713.332,1704.434,1699.654,1687.532,1667.792,1642.662,1619.289,1529.322,1526.997,1482.981,1460.303,1355.029,1275.277,1269.629,1178.768,1140.937,1112.354,1088.549,1088.549,1069.019,1024.064,966.753,948.804,841.689,701.159,648.360,575.760,575.760,554.931,529.266,528.476,501.406,466.920,462.170,452.332,451.635,434.491,432.009,428.001,426.002,407.038,407.038,392.646,383.173,383.149,378.419,377.741,360.142,270.212,262.110,228.459,206.721,185.781,179.878,171.622,168.116,162.087,139.123,139.006,127.334,126.678,115.204,108.620,105.588,79.370,68.413,57.168,52.769,25.623,19.466,19.430
95,2202.909,2175.637,2123.458,2119.638,2110.037,2107.812,2094.405,2079.440,2076.212,2073.495,2055.850,2039.716,2024.321,2024.016,2022.688,2012.760,2012.760,2010.223,2004.387,2001.832,2001.832,1996.487,1831.953,1824.927,1822.668,1721.384,1716.475,1672.480,1661.268,1580.568,1525.010,1519.373,1509.628,1482.711,1480.021,1432.754,1323.942,1200.691,1108.313,1065.765,904.598,894.847,889.223,869.070,837.487,808.382,804.957,771.769,756.297,707.779,604.806,576.685,498.133,484.136,482.491,468.783,456.357,445.975,438.826,414.226,406.241,386.722,381.396,378.642,369.490,360.331,322.991,305.000,301.362,281.052,267.757,253.565,237.348,233.702,230.656,229.668,198.803,177.092,176.812,168.463,162.680,158.821,154.586,154.586,145.170,132.543,115.957,115.957,115.511,113.331,112.582,112.182,97.688,91.041,90.954,90.614,60.083,54.320,54.244,20.998
