gen,brain1,brain2,brain3,brain4,brain5,brain6,brain7,brain8,brain9,brain10,brain11,brain12,brain13,brain14,brain15,brain16,brain17,brain18,brain19,brain20,brain21,brain22,brain23,brain24,brain25,brain26,brain27,brain28,brain29,brain30,brain31,brain32,brain33,brain34,brain35,brain36,brain37,brain38,brain39,brain40,brain41,brain42,brain43,brain44,brain45,brain46,brain47,brain48,brain49,brain50,brain51,brain52,brain53,brain54,brain55,brain56,brain57,brain58,brain59,brain60,brain61,brain62,brain63,brain64,brain65,brain66,brain67,brain68,brain69,brain70,brain71,brain72,brain73,brain74,brain75,brain76,brain77,brain78,brain79,brain80,brain81,brain82,brain83,brain84,brain85,brain86,brain87,brain88,brain89,brain90,brain91,brain92,brain93,brain94,brain95,brain96,brain97,brain98,brain99,brain100
0,100.635,97.694,86.480,56.072,26.923,9.361,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-26.437,-67.633,-95.756
1,192.719,192.719,185.828,185.813,182.524,180.118,180.118,179.159,177.364,177.364,146.087,146.087,129.149,129.149,128.286,128.286,123.193,117.118,108.779,108.779,102.757,102.418,102.418,96.193,84.389,70.112,70.112,65.449,65.449,56.055,53.652,53.652,43.802,23.389,11.808,9.763,9.340,8.818,8.818,8.441,8.441,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-5.065,-64.005
2,201.288,192.950,192.950,190.449,189.102,186.534,186.402,186.071,186.056,185.943,185.939,185.939,185.928,185.928,185.928,185.928,184.609,183.644,182.523,180.179,180.179,179.725,179.219,178.438,178.092,177.382,177.382,174.815,170.565,170.489,169.224,156.219,150.603,146.081,146.081,142.209,139.067,134.758,129.594,129.594,125.312,125.312,123.230,122.606,117.141,108.677,108.677,93.122,90.060,73.891,72.990,45.979,44.651,40.756,34.850,33.283,32.884,10.605,10.605,9.354,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
3,226.639,201.217,197.054,195.363,194.453,192.734,192.734,188.982,187.980,187.591,187.246,187.072,186.917,186.414,186.393,186.277,185.972,185.929,185.843,185.814,185.812,185.811,185.806,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.801,185.652,184.794,184.478,184.447,184.232,183.564,183.363,182.505,180.690,177.753,171.061,169.615,127.559,125.667,118.435,117.137,112.803,110.416,103.420,97.556,93.588,89.834,88.274,87.332,85.277,80.079,73.341,68.277,66.894,53.487,39.184,15.897,8.452,8.452,6.317,-1.847,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
4,262.531,221.004,204.776,204.046,201.279,201.149,197.136,195.316,194.943,194.435,193.866,193.632,193.143,192.754,192.754,191.378,190.676,190.472,189.201,189.116,188.983,188.956,188.662,188.618,188.532,187.944,187.715,187.541,187.442,187.276,187.210,186.895,186.853,186.399,186.354,186.223,185.950,185.910,185.902,185.820,185.790,185.790,185.787,185.771,185.771,185.771,185.771,185.771,185.771,185.688,184.274,182.693,181.153,179.747,172.871,165.110,163.009,160.880,159.530,158.709,149.799,127.093,123.130,115.548,113.825,113.290,112.323,106.641,101.564,87.603,75.780,74.452,57.059,50.193,49.370,44.783,14.406,10.786,9.342,9.340,8.151,2.446,-1.213,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
5,269.079,224.313,221.088,219.292,207.468,204.601,204.191,201.235,201.025,199.497,198.695,197.214,196.608,195.972,195.564,195.411,195.078,194.521,193.847,193.788,193.683,193.126,192.980,192.881,192.881,191.652,190.873,189.326,189.133,188.949,188.867,188.867,188.363,188.320,187.582,186.942,186.817,186.352,185.988,185.869,185.869,185.869,185.869,185.869,185.708,184.721,183.232,177.405,174.421,167.885,166.796,157.996,140.898,137.251,136.022,136.022,120.320,116.128,109.840,106.138,104.813,91.401,89.347,87.057,46.438,37.735,34.168,31.251,13.054,10.897,9.755,8.383,7.647,6.434,0.725,-2.050,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
6,263.161,231.159,226.801,226.109,221.155,217.469,215.824,207.370,204.799,204.225,201.350,200.775,200.709,200.606,199.477,198.550,198.304,197.603,197.507,197.203,197.159,196.621,196.227,196.041,195.488,195.456,195.348,195.249,195.068,194.553,193.888,193.881,193.303,193.052,192.658,191.473,189.978,188.274,187.945,187.253,186.553,186.128,186.114,186.095,185.962,185.946,185.928,185.925,185.925,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.919,185.770,185.759,185.691,185.659,183.541,161.661,146.108,140.519,125.884,118.575,113.694,112.369,104.766,103.171,101.606,101.470,93.831,87.484,86.618,81.403,27.662,27.253,21.230,14.005,8.238,-0.342,-2.155,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
7,264.261,259.485,259.485,246.100,230.776,230.389,229.137,226.687,224.273,221.031,216.296,213.190,212.561,211.854,207.547,204.623,204.117,203.258,201.589,201.330,200.731,200.636,200.543,199.458,198.907,198.543,198.314,197.577,197.389,197.129,196.589,195.730,195.730,194.930,194.237,193.788,191.605,191.015,190.960,190.554,189.950,189.230,188.931,188.254,188.151,187.956,187.300,187.183,186.753,186.626,186.577,186.109,186.065,185.928,185.915,185.879,185.863,185.863,185.863,185.863,185.441,185.272,185.171,180.863,179.274,172.823,168.334,163.868,157.304,141.960,138.684,111.305,105.123,99.291,96.415,72.670,72.257,64.756,41.034,37.877,27.819,17.793,14.028,10.327,10.152,9.150,8.764,8.444,8.431,7.737,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
8,263.757,263.757,258.157,243.687,238.200,234.573,234.003,224.562,223.961,220.938,216.667,214.438,214.368,213.362,212.669,212.405,211.940,207.277,205.696,204.761,204.012,203.291,201.347,201.157,199.863,194.340,193.648,193.617,193.248,193.064,189.478,188.382,187.797,187.677,187.491,187.431,187.015,186.730,186.645,186.447,186.422,186.229,186.197,185.991,185.916,185.843,185.795,185.784,185.784,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.781,185.663,185.509,185.422,185.389,178.840,178.459,171.063,151.772,142.099,140.850,121.900,119.577,118.760,112.899,112.679,105.684,104.480,100.143,55.977,27.606,20.516,18.546,17.073,11.803,10.415,10.053,9.837,9.676,9.348,0.976,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
9,265.625,261.759,261.759,246.792,230.607,230.488,227.283,227.044,225.350,224.870,221.015,218.237,217.107,214.889,213.805,213.466,213.068,212.458,207.283,205.832,204.956,204.740,199.540,198.151,197.802,192.391,191.019,190.768,190.183,190.092,188.706,188.647,188.183,187.220,186.970,186.881,186.547,186.427,186.132,186.108,185.920,185.920,185.911,185.908,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.866,185.804,184.899,183.075,182.688,169.473,158.243,155.734,149.485,149.401,139.444,138.410,133.188,49.697,37.612,33.969,13.448,13.431,12.057,9.573,9.422,9.341,9.341,9.341,9.341,9.341,8.783,8.749,8.294,4.940,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-3.228
10,266.186,258.311,258.311,243.949,237.377,233.370,230.497,229.149,228.119,227.192,226.850,221.184,219.994,218.583,217.922,217.065,215.147,213.473,212.665,209.594,208.919,207.499,205.994,201.716,200.863,194.166,193.556,193.054,190.521,189.136,189.099,188.551,187.585,187.352,187.316,187.141,187.083,186.760,186.643,186.639,186.631,186.602,186.443,186.428,186.302,186.233,186.231,186.226,186.120,186.021,185.999,185.984,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.970,185.958,185.869,173.791,168.593,168.311,168.277,168.104,140.553,139.250,114.483,78.564,74.030,62.182,62.073,45.021,35.499,22.716,16.498,13.766,13.453,9.369,9.369,9.369,9.369,-0.192,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
11,261.879,261.879,260.350,251.386,236.511,236.142,232.812,230.412,226.616,225.799,225.107,220.948,217.914,217.214,216.760,215.656,215.329,213.851,213.610,212.634,209.559,205.114,204.967,204.240,202.319,198.293,197.982,197.287,195.370,193.370,193.356,192.867,188.245,187.647,187.363,186.734,186.537,186.283,185.966,185.956,185.874,185.857,185.842,185.820,185.806,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.777,185.671,184.315,184.178,183.550,180.594,172.702,158.020,130.925,113.752,85.165,82.211,51.901,34.960,34.595,26.587,20.959,13.494,11.575,10.578,10.279,9.578,9.396,9.342,9.342,9.342,8.632,8.453,8.453,3.347,0.664,0.085,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
12,301.280,281.849,281.849,268.206,261.730,261.730,247.509,236.128,236.128,232.767,231.714,229.465,229.427,227.166,226.291,224.630,222.339,221.088,217.968,217.204,216.753,216.093,215.814,214.358,214.152,212.743,211.917,206.468,201.883,198.978,197.233,194.058,193.880,192.262,192.172,191.515,191.324,190.815,190.566,189.556,186.960,186.960,186.756,186.581,186.506,186.132,185.978,185.913,185.913,185.904,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.871,185.857,185.355,183.288,181.857,178.335,177.733,155.191,111.182,74.700,73.195,60.207,45.083,44.317,40.173,38.302,33.187,26.670,25.610,19.400,14.290,12.708,10.191,9.780,9.355,9.355,9.355,9.355,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
13,292.074,283.639,283.639,280.819,277.179,277.179,275.566,264.534,264.534,263.000,249.785,245.164,238.701,238.701,236.789,236.203,236.203,234.026,231.751,231.598,230.946,227.029,226.217,224.338,222.357,221.164,217.953,217.157,205.617,204.601,196.837,189.027,188.479,188.423,186.906,186.748,186.613,186.323,186.293,186.144,186.106,185.988,185.971,185.968,185.903,185.903,185.903,185.903,185.903,185.903,184.863,178.450,176.019,170.667,166.386,154.512,146.576,142.125,136.520,103.179,98.447,71.099,45.655,22.583,14.847,11.435,9.973,9.943,9.563,9.561,9.486,9.438,9.430,9.412,9.372,9.372,9.372,9.372,9.372,9.372,9.372,9.372,9.372,8.378,8.378,3.110,1.768,1.463,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
14,315.267,287.663,282.899,280.151,280.151,279.105,276.107,275.061,273.806,273.407,273.209,271.838,271.838,262.338,262.338,257.216,257.089,253.314,248.301,245.926,236.821,236.821,236.631,236.630,236.630,233.982,233.425,233.260,229.702,219.088,207.596,196.329,194.204,193.689,187.915,187.338,186.920,186.637,186.244,185.841,185.834,185.834,185.834,185.834,185.834,185.834,185.717,172.605,148.111,146.882,122.237,108.278,105.959,105.073,77.310,64.234,62.693,49.174,46.335,33.691,30.170,22.585,22.234,16.521,13.254,10.775,10.700,10.622,9.631,9.515,9.391,9.374,9.362,9.355,9.352,9.341,9.341,9.340,9.340,9.340,9.340,9.340,9.340,9.340,9.340,9.143,8.439,8.439,8.439,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
15,301.450,299.049,290.975,286.535,286.535,284.927,284.683,284.591,282.725,278.498,276.287,276.261,275.308,274.624,273.314,273.102,272.976,271.627,271.627,270.446,269.111,268.340,266.701,263.578,261.284,261.284,260.062,259.571,257.315,255.372,254.562,253.420,252.731,252.660,251.590,247.782,239.868,234.415,230.773,202.602,198.889,198.089,198.087,190.234,190.197,188.657,188.076,186.826,186.687,186.143,185.931,185.855,185.849,185.844,185.837,185.837,182.500,180.897,180.733,179.463,176.499,160.607,159.864,157.461,157.281,151.211,127.438,70.688,68.066,20.708,11.323,10.276,9.773,9.539,9.465,9.369,9.362,9.355,9.353,9.352,9.352,9.352,9.352,9.352,9.352,9.352,9.352,9.352,9.352,9.352,8.524,8.469,8.165,-1.642,-2.161,-2.161,-2.161,-2.161,-2.161,-2.161
16,305.320,303.034,302.319,300.668,295.438,288.263,287.951,284.978,284.235,281.780,281.531,281.355,280.691,280.691,279.852,279.570,278.698,277.702,277.002,275.518,274.882,274.400,274.047,273.310,273.062,273.000,271.389,271.389,270.838,270.617,269.315,266.255,263.578,262.632,261.435,251.323,251.020,251.020,250.516,250.228,246.532,244.268,242.182,238.579,233.595,233.595,230.651,211.990,208.925,207.537,198.498,189.550,187.076,186.596,186.094,185.921,185.921,185.419,185.023,185.011,184.169,184.111,171.466,171.166,158.511,155.367,155.140,150.498,136.890,120.264,120.015,94.202,73.701,73.354,47.583,46.590,43.973,36.623,32.713,15.251,13.677,13.164,11.953,9.807,9.656,9.548,9.410,9.378,9.377,9.377,9.375,9.374,9.362,8.511,3.429,-2.161,-2.161,-2.161,-2.161,-2.161
17,311.180,298.351,297.553,295.371,294.010,293.584,292.666,292.189,291.916,290.462,289.947,288.959,288.893,287.813,286.894,286.894,284.902,284.511,283.478,283.467,283.416,282.765,282.569,281.494,281.494,281.159,280.438,280.172,279.659,278.593,276.911,275.739,275.360,275.114,274.736,274.406,273.826,273.579,273.155,272.599,272.590,270.166,268.832,266.289,266.275,261.242,256.163,253.352,251.037,249.043,247.111,246.387,244.607,240.319,228.735,226.849,224.675,222.530,217.302,214.651,208.450,207.121,204.912,201.159,199.441,185.889,169.425,122.885,121.832,109.190,108.973,27.859,27.803,27.696,27.696,18.239,17.891,15.383,12.593,12.225,11.935,9.697,9.681,9.660,9.596,9.546,9.481,9.478,9.388,9.371,9.371,9.371,9.371,9.371,9.371,9.368,9.367,9.363,-2.161,-2.161
18,305.153,295.506,294.908,294.881,294.164,293.815,292.723,292.003,291.360,290.814,289.777,289.526,288.509,284.058,282.699,282.621,282.248,282.248,281.923,281.878,281.641,281.585,281.422,279.444,278.035,277.149,276.147,274.651,274.061,272.760,272.465,271.190,269.726,269.619,267.938,264.616,264.576,262.664,261.519,261.323,260.405,260.274,260.170,258.613,253.693,252.799,252.646,249.191,245.780,243.722,242.787,236.711,236.478,235.949,231.036,224.650,222.395,215.267,214.937,207.175,190.407,189.163,188.561,187.427,186.971,185.650,182.753,165.774,165.106,163.317,160.521,160.086,158.992,154.005,133.136,132.449,106.006,83.205,74.003,66.951,59.051,43.304,37.023,29.562,10.288,10.131,9.831,9.734,9.694,9.610,9.589,9.543,9.502,9.443,9.362,9.357,9.355,9.347,9.344,8.526
19,316.284,308.520,300.221,300.183,298.269,296.609,295.706,293.659,292.587,291.459,291.088,290.367,290.329,289.612,289.223,287.769,286.866,283.650,283.576,283.383,282.958,282.220,281.123,280.610,280.610,280.216,279.311,277.808,275.381,274.549,272.772,272.768,272.309,272.088,267.730,267.363,267.293,267.091,266.167,265.569,260.825,256.086,254.340,252.694,249.890,243.029,241.403,238.787,237.918,235.153,228.374,226.047,223.937,209.367,206.457,206.001,203.982,200.586,191.360,191.004,186.835,182.889,179.887,171.331,170.227,167.039,165.247,162.231,152.348,146.402,145.589,133.603,100.239,97.042,78.768,73.851,64.904,43.218,40.227,36.194,34.164,32.120,26.041,21.333,11.251,10.874,10.827,10.003,9.857,9.768,9.650,9.419,9.400,9.351,9.351,9.350,9.350,9.350,-2.161,-2.161
20,350.613,330.240,319.338,313.328,304.478,303.573,303.098,300.197,299.352,298.827,298.552,298.136,297.266,297.063,296.293,295.832,295.524,294.306,293.892,292.767,292.503,292.383,290.470,289.826,288.564,288.552,286.304,285.544,285.108,284.564,283.911,283.172,282.703,282.590,281.967,281.269,280.542,279.076,277.577,277.106,276.513,272.354,270.797,268.605,267.355,266.843,265.249,255.901,254.652,253.368,248.849,248.214,247.352,245.387,244.584,242.318,234.925,229.558,226.977,221.607,219.961,218.787,217.279,211.678,211.627,209.361,205.877,204.202,198.142,187.018,186.880,175.420,171.399,165.860,160.019,147.109,138.636,138.245,137.986,131.707,118.660,98.529,86.994,83.367,81.618,45.363,37.424,22.812,21.601,11.654,10.311,9.998,9.575,9.561,9.491,9.432,9.383,9.383,9.382,-2.201
21,382.790,341.444,332.160,332.110,326.075,308.548,305.240,303.239,302.077,298.360,298.356,298.239,297.636,297.148,295.956,295.156,295.112,294.341,294.126,293.667,293.666,293.519,292.733,291.702,291.027,289.441,289.322,289.184,288.629,286.994,286.113,286.098,286.095,285.072,283.555,282.139,280.771,279.908,279.453,278.040,274.358,271.979,271.818,271.335,269.553,267.258,265.814,265.347,264.801,264.626,264.084,261.415,260.469,257.593,253.038,251.278,246.343,245.730,245.520,245.312,243.859,236.965,234.694,232.872,229.850,208.536,208.242,205.225,202.839,202.226,202.202,200.390,199.043,198.125,195.994,175.701,156.904,134.738,101.471,95.033,67.525,61.127,36.145,34.813,16.869,16.062,11.039,10.242,9.952,9.642,9.592,9.498,9.436,9.429,9.396,9.395,9.391,3.287,-2.201,-2.201
22,355.539,328.702,323.970,312.696,311.311,309.000,308.473,308.130,306.435,305.829,304.761,303.993,303.387,301.527,301.226,299.885,298.441,297.844,296.994,296.426,296.350,296.285,295.090,294.509,291.875,290.649,290.256,290.246,290.228,290.012,286.060,285.536,284.767,284.709,284.142,282.440,279.540,276.318,275.240,274.378,272.405,267.496,267.173,267.092,262.008,260.607,260.162,259.541,255.756,249.649,248.581,243.575,241.659,235.827,231.975,231.302,230.997,229.330,212.243,209.309,204.900,191.988,189.940,189.476,189.344,188.414,188.403,181.885,166.118,164.221,138.639,137.365,126.403,119.774,98.127,97.863,77.514,71.244,70.149,68.924,45.651,34.784,22.136,17.388,16.455,13.839,12.422,12.108,10.598,9.786,9.593,9.558,9.427,9.424,9.412,9.406,9.399,9.399,2.205,-2.201
23,350.911,337.726,325.665,321.315,319.798,318.833,317.913,316.848,313.838,311.567,310.705,309.741,305.135,304.282,301.575,300.303,299.820,298.815,298.611,298.155,297.450,296.863,295.970,294.939,294.200,292.439,291.656,291.054,290.103,288.237,288.168,283.889,283.797,283.709,282.832,281.051,278.388,276.337,275.330,274.400,273.036,272.781,269.843,263.605,260.662,255.316,251.171,246.982,240.069,239.035,238.674,237.149,233.452,230.460,221.320,210.408,210.244,202.364,200.234,200.178,195.725,191.269,188.393,188.393,187.250,185.584,177.618,175.554,165.517,158.577,150.289,146.593,144.935,142.542,132.673,124.851,123.521,121.013,87.202,66.297,58.444,57.651,51.329,47.891,28.419,21.068,11.309,10.275,9.714,9.507,9.490,9.428,9.407,9.406,9.400,9.396,9.396,5.012,-2.201,-2.201
24,367.929,353.671,329.290,323.022,321.350,318.553,317.883,314.253,313.625,311.206,307.362,305.222,304.425,303.402,303.124,302.358,298.114,298.024,295.879,295.066,294.940,291.951,291.865,291.095,288.910,288.318,287.114,285.129,284.990,284.752,283.820,283.670,283.276,283.062,282.678,280.235,279.471,278.872,277.597,275.404,275.049,274.707,268.796,268.209,267.854,267.457,266.770,260.152,259.376,255.494,254.514,250.011,247.202,241.819,240.744,239.486,235.815,226.969,225.851,222.016,215.272,206.019,204.297,202.506,193.952,193.081,190.887,190.405,190.097,188.548,188.314,185.467,184.698,124.034,119.763,113.303,112.860,106.869,105.776,84.431,37.251,18.883,17.272,16.054,14.099,13.177,12.588,11.770,11.020,10.626,10.341,9.790,9.698,9.462,9.454,9.403,9.378,9.374,-2.201,-2.201
25,394.385,340.548,323.934,323.535,319.637,318.555,315.781,315.766,314.385,310.647,309.365,308.759,306.364,303.793,302.328,302.071,301.558,301.286,300.203,299.049,298.997,298.082,296.317,296.138,292.652,291.692,290.983,290.253,288.853,283.032,282.882,282.521,282.028,277.147,275.906,275.834,274.608,271.940,271.918,270.815,265.845,264.619,264.537,259.286,258.814,256.243,246.945,244.970,244.124,243.501,240.298,239.406,237.445,236.638,236.630,232.952,230.609,227.115,224.334,223.321,219.271,217.358,217.107,217.027,216.583,203.736,192.810,191.368,190.846,190.674,188.419,188.419,184.998,174.506,170.406,152.433,144.557,144.074,133.017,123.712,123.133,118.789,113.861,107.115,100.501,66.257,59.782,59.679,51.909,17.399,16.047,14.075,12.959,10.458,10.359,10.338,9.501,9.430,9.404,-2.201
26,343.659,343.519,343.079,334.657,322.480,318.319,317.788,313.385,312.700,312.651,308.201,305.400,304.392,302.869,302.761,301.953,301.640,301.570,299.993,297.332,297.076,295.819,295.068,293.062,292.721,292.218,291.427,289.132,287.443,286.016,285.903,281.158,280.159,279.680,278.982,276.949,276.307,275.582,275.332,274.590,273.392,272.555,269.791,269.362,269.358,267.815,267.096,263.817,263.705,263.589,261.922,257.007,253.229,245.286,244.467,240.397,238.618,235.342,232.966,227.049,218.345,212.628,205.818,205.111,201.902,200.180,193.997,193.963,190.260,188.500,188.500,154.947,144.022,142.588,116.704,99.199,96.225,62.580,56.224,56.168,47.918,33.012,27.921,25.576,22.682,21.584,19.466,13.991,12.244,11.181,11.105,10.953,9.603,9.569,9.438,9.425,9.406,9.402,9.400,-2.201
27,345.477,344.288,342.993,339.743,337.467,325.767,325.412,322.656,322.207,319.039,312.087,310.997,310.582,310.439,309.724,304.245,303.710,302.333,299.923,299.669,298.516,298.392,297.960,297.491,296.072,294.595,293.930,292.936,292.903,290.931,290.428,288.774,285.782,285.780,284.758,284.187,284.041,284.014,282.743,282.120,279.566,278.075,277.871,276.390,276.131,276.025,272.838,271.492,270.958,270.408,269.061,267.353,265.761,265.127,243.169,238.285,233.209,232.146,229.519,229.463,229.170,213.423,209.439,209.051,207.777,201.953,189.654,188.461,157.719,146.128,144.587,143.471,137.889,121.458,111.305,106.537,95.731,89.158,87.291,54.584,45.632,41.247,29.574,29.318,29.313,26.459,24.943,10.457,10.318,10.113,10.069,9.650,9.625,9.565,9.413,9.406,9.397,3.373,-2.201,-2.201
28,354.289,344.663,325.037,321.242,319.399,317.034,316.549,310.750,306.754,306.665,306.522,306.434,305.550,305.027,303.002,302.871,301.001,298.625,298.521,295.798,294.508,292.445,290.524,288.143,287.824,286.490,286.057,283.221,282.276,280.640,280.600,279.610,275.832,275.543,273.330,272.970,272.726,270.489,269.950,269.466,269.109,266.884,259.730,254.442,252.000,247.594,238.276,236.612,233.398,232.491,229.549,227.858,226.808,226.253,224.588,214.621,206.132,197.176,194.391,190.661,188.378,188.378,159.582,146.695,113.097,98.389,92.127,90.397,89.910,74.768,57.634,40.804,39.833,38.736,28.888,28.643,21.581,17.251,16.925,15.349,13.597,13.216,13.022,11.436,9.973,9.866,9.763,9.677,9.571,9.508,9.486,9.480,9.479,9.405,9.379,9.378,9.375,9.374,9.374,-2.201
29,353.028,342.992,341.765,329.297,324.514,321.423,321.237,319.512,317.062,311.669,309.443,309.177,305.383,304.539,303.047,302.858,302.403,300.547,299.835,299.257,298.726,298.503,292.031,289.679,289.316,289.296,289.296,289.099,288.579,287.670,286.887,284.519,282.672,281.820,281.352,281.281,279.819,279.819,279.329,274.546,274.176,273.166,272.608,271.090,269.907,265.039,260.592,259.321,256.287,250.578,249.197,248.112,244.082,228.723,224.291,216.306,212.302,211.712,203.563,201.146,199.179,198.387,196.353,194.865,191.613,188.739,188.551,188.459,188.459,188.459,187.141,185.507,185.145,183.209,177.112,166.866,155.872,154.419,118.058,116.165,79.477,75.044,66.285,60.904,57.142,51.087,49.319,39.258,34.399,16.602,10.040,9.974,9.619,9.596,9.593,9.503,9.428,9.421,9.398,-2.201
30,346.714,344.993,335.184,332.699,330.366,328.726,327.552,325.979,325.780,319.898,317.836,314.155,311.941,306.618,306.618,304.823,304.551,304.372,297.231,296.629,295.124,292.033,290.841,290.840,290.762,290.651,290.651,288.409,287.034,286.519,286.518,285.653,283.991,274.312,272.256,272.102,271.986,269.995,269.823,248.962,242.852,240.390,237.318,236.366,233.651,232.386,229.754,228.723,226.337,225.641,219.540,213.991,210.557,209.617,197.495,197.429,196.955,195.798,192.723,190.136,188.555,188.462,188.462,188.372,180.887,176.469,154.442,149.257,138.962,120.902,115.119,102.708,101.628,98.236,95.477,94.553,78.403,77.788,62.138,53.019,44.926,41.051,39.900,39.589,38.160,35.621,31.883,27.042,24.148,16.319,14.937,12.280,9.490,9.391,9.388,9.388,9.387,-2.201,-2.201,-2.201
31,385.946,343.153,334.691,329.401,321.442,319.808,317.900,314.486,314.416,313.021,311.606,311.395,309.310,308.731,308.195,308.033,308.033,304.587,303.497,302.763,300.916,299.082,298.508,298.447,298.039,295.654,294.459,291.967,287.173,286.284,284.743,284.027,282.219,277.221,277.133,277.133,277.131,275.314,273.403,268.413,268.213,267.551,267.551,267.396,259.451,255.861,252.908,247.502,243.977,240.156,231.693,226.878,220.348,215.217,214.538,210.686,207.355,203.862,201.975,198.583,194.491,194.491,190.937,189.887,189.523,177.303,174.060,168.283,134.343,132.620,120.556,117.614,114.229,112.127,91.963,78.970,76.376,61.320,58.002,36.403,34.684,32.744,22.730,20.499,15.862,15.045,14.759,14.749,14.749,14.375,10.922,10.107,9.957,9.889,9.689,9.577,9.411,9.410,9.390,-2.201
